region,instructions,total_cycles,average_cycles,min_cycles,max_cycles,issue,icache_fill,dcache_fill,write_buffer,bus_contention,dma_hold,cart_spin,interlock,halt_wait,gx_paid,gx_blamed
818,592835,2242398,3.782,0,350567,384697,697624,539234,93397,74050,16470,0,86365,350561,0,0
158,634083,2242324,3.536,0,330035,421922,693226,527619,94902,74080,16470,0,84076,330029,0,0
745,592777,2242304,3.783,0,342567,387062,701019,538495,97057,73899,16470,0,85741,342561,0,0
438,670659,2242270,3.343,0,181251,452577,764302,563184,99862,74831,16790,0,89479,181245,0,0
1538,620504,2242258,3.614,0,321245,421187,691226,536458,98447,73928,16470,0,83303,321239,0,0
278,614743,2242210,3.647,0,73889,416150,690306,549765,109138,75539,16470,0,80273,304569,0,0
758,572792,2242194,3.914,0,406695,374297,666298,525876,95808,73683,16470,0,83073,406689,0,0
1362,598161,2242194,3.748,0,289529,385171,723833,548786,115943,75405,19602,0,83931,289523,0,0
242,656609,2242158,3.415,0,224877,423177,745629,567309,99450,74286,16534,0,90902,224871,0,0
1321,671550,2242156,3.339,0,159041,417490,822710,561171,109643,59978,19602,0,92527,159035,0,0
1012,598059,2242152,3.749,0,349941,395394,694259,531012,96711,73913,16470,0,84458,349935,0,0
526,584901,2242142,3.833,0,417737,378581,660150,518010,95795,75053,16470,0,80352,417731,0,0
338,627928,2242126,3.571,0,285359,422944,725664,534656,97928,74250,17566,0,83765,285353,0,0
298,750688,2242100,2.987,0,15687,495109,841748,592793,103373,75344,16802,0,101250,15681,0,0
191,547710,2242084,4.094,0,488041,356222,632992,503413,92641,73191,16470,0,79120,488035,0,0
1050,589323,2242078,3.804,0,330409,391063,681919,532476,92501,74748,16470,0,83798,369103,0,0
215,642230,2242066,3.491,0,301461,438684,700006,531882,93865,74547,16470,0,85157,301455,0,0
1246,654028,2242028,3.428,0,233375,440917,746654,547222,95629,74437,16470,0,87330,233369,0,0
748,628663,2242026,3.566,0,250377,403365,753982,555762,96223,74760,16470,0,91093,250371,0,0
1168,597794,2242024,3.750,0,363139,372564,701971,532060,96051,74223,16470,0,85552,363133,0,0
1027,581721,2242022,3.854,0,378755,376563,689911,526620,96286,73972,16470,0,83451,378749,0,0
825,551293,2242020,4.067,0,463739,367805,642687,505739,92874,73767,16470,0,78945,463733,0,0
736,616946,2242012,3.634,0,293267,413087,717230,549252,91757,74302,16470,0,86653,293261,0,0
71,666221,2241970,3.365,0,260321,447003,712040,546684,95162,73689,16470,0,90607,260315,0,0
776,642877,2241966,3.487,0,328467,419131,682665,537349,94773,73165,16470,0,89952,328461,0,0
256,630396,2241950,3.556,0,302543,417060,716281,533386,96863,75171,16534,0,84118,302537,0,0
1116,639442,2241948,3.506,0,195793,397310,703324,569320,107903,74776,16470,0,86146,286699,0,0
1544,640739,2241944,3.499,0,253691,407993,720316,574099,103169,73395,16470,0,92817,253685,0,0
245,634491,2241940,3.533,0,314669,431580,694934,531463,95029,74225,16470,0,83576,314663,0,0
1382,621988,2241932,3.604,0,289739,421415,718910,542058,93548,74228,16782,0,85258,289733,0,0
638,550662,2241922,4.071,0,463755,355701,634519,507922,91749,73087,16470,0,79822,482652,0,0
258,588515,2241910,3.809,0,377143,384451,655909,513734,93818,73208,16470,0,81162,423158,0,0
511,595016,2241906,3.768,0,395809,381869,669220,521113,100522,75049,16470,0,81860,395803,0,0
1087,651683,2241904,3.440,0,301599,427546,698245,539442,94641,73432,16470,0,90535,301593,0,0
110,639330,2241902,3.507,0,342241,430840,683911,518552,94526,75026,16470,0,80342,342235,0,0
863,594572,2241892,3.771,0,362909,392551,688635,528430,95991,73078,16502,0,83802,362903,0,0
201,584879,2241882,3.833,0,413241,390394,660717,513993,92176,74093,16470,0,80804,413235,0,0
314,690044,2241862,3.249,0,148269,468058,774888,568193,97613,74483,17090,0,93274,148263,0,0
949,486914,2241854,4.604,0,607149,325135,613429,458157,91722,57540,19602,0,69126,607143,0,0
167,724174,2241852,3.096,0,39389,495578,800313,603718,115214,76664,16470,0,94512,39383,0,0
1057,599082,2241838,3.742,0,329681,394166,707622,536613,96972,74778,16470,0,85542,329675,0,0
38,693854,2241830,3.231,0,123563,440637,783070,604351,100077,73814,16470,0,99854,123557,0,0
424,598349,2241814,3.747,0,354273,381541,697616,531929,101675,73441,17782,0,83563,354267,0,0
1302,615475,2241812,3.642,0,242627,401836,769687,549603,107033,66942,16470,0,87620,242621,0,0
1072,587808,2241806,3.814,0,358329,386027,692075,535449,94665,73927,16470,0,84870,358323,0,0
910,533080,2241800,4.205,0,606191,352077,612004,455234,71401,54803,16470,0,73626,606185,0,0
1156,568752,2241792,3.942,0,446033,367436,648341,514012,95451,73556,16470,0,80499,446027,0,0
387,622068,2241788,3.604,0,311269,402535,717099,536680,98481,73970,17698,0,84062,311263,0,0
984,582749,2241778,3.847,0,311931,373387,714068,545799,117198,75755,19602,0,84044,311925,0,0
1138,668240,2241760,3.355,0,85115,395097,788687,586304,111807,74679,16470,0,92841,175875,0,0
1598,415094,2241748,5.401,0,775081,261933,461777,405543,99142,71278,16470,0,59242,866363,0,0
895,609233,2241744,3.680,0,373897,401610,676119,523361,92119,72832,16518,0,85294,373891,0,0
40,592126,2241742,3.786,0,392001,396154,670445,517689,92622,73675,16470,0,82692,391995,0,0
1118,608938,2241740,3.681,0,350155,384431,681845,546516,100916,72633,16470,0,88780,350149,0,0
238,684596,2241738,3.275,0,188543,432525,782278,550968,99469,75140,16470,0,96351,188537,0,0
671,737458,2241734,3.040,0,86883,473403,783213,603510,100764,74297,16470,0,103200,86877,0,0
570,573636,2241732,3.908,0,445897,371508,644190,514312,96389,73267,16470,0,79705,445891,0,0
1178,679217,2241728,3.300,0,232423,456556,719606,553881,97376,75501,16470,0,89921,232417,0,0
1143,671572,2241722,3.338,0,128913,430652,794087,581122,113560,81643,16470,0,95281,128907,0,0
373,732603,2241718,3.060,0,44499,474560,826866,600944,105083,74685,17826,0,97261,44493,0,0
182,618850,2241716,3.622,0,292743,412397,719282,544898,94360,74829,16470,0,86743,292737,0,0
563,547462,2241714,4.095,0,551585,378102,592392,461966,92393,74889,16470,0,73923,551579,0,0
568,636673,2241714,3.521,0,276589,408776,732980,546107,98148,75412,16470,0,87238,276583,0,0
362,793056,2241710,2.827,0,2320,501988,871523,580555,102441,74042,17698,0,91149,2314,0,0
709,664726,2241706,3.372,0,216407,449626,728881,561243,104148,76447,16470,0,88490,216401,0,0
838,677807,2241706,3.307,0,153297,455028,786747,563535,100866,74831,16470,0,90938,153291,0,0
1490,647352,2241696,3.463,0,225845,427959,754800,551991,100647,75535,17710,0,87215,225839,0,0
427,597124,2241690,3.754,0,379493,391741,675139,524512,97309,73422,17710,0,82370,379487,0,0
530,663458,2241690,3.379,0,116757,437649,758013,592605,115592,77384,16470,0,90737,153240,0,0
714,674430,2241690,3.324,0,168661,454437,765453,573024,96558,77235,16470,0,89858,168655,0,0
1562,401747,2241688,5.580,0,958909,246600,442396,365630,82797,71051,16470,0,57841,958903,0,0
760,647162,2241684,3.464,0,300899,424593,699221,542366,94114,73410,16470,0,90617,300893,0,0
1228,602758,2241682,3.719,0,335187,390035,711077,532080,95194,74583,16470,0,87062,335181,0,0
773,660085,2241678,3.396,0,269237,429313,715557,549878,95101,73545,16470,0,92583,269231,0,0
