pc,all_instructions,all_total_cycles,all_issue,all_icache_fill,all_dcache_fill,all_write_buffer,all_bus_contention,all_dma_hold,all_interlock,all_halt_wait,marg_instructions,marg_total_cycles,marg_issue,marg_icache_fill,marg_dcache_fill,marg_write_buffer,marg_bus_contention,marg_dma_hold,marg_interlock,marg_halt_wait
0x0206c73c,3072,57370,-3072,54298,0,6144,0,0,0,0,158,2964,-158,2806,0,316,0,0,0,0
0x020c5558,946,5302,0,946,0,0,0,0,4356,0,244,1278,0,244,0,0,0,0,1034,0
0x0208377c,2,140,-12,36,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020838a2,2,140,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020838b0,610,21350,0,20740,610,0,0,0,0,0,40,1400,0,1360,40,0,0,0,0,0
0x020a4ee6,781,20742,781,19961,0,0,0,0,0,0,47,1314,47,1267,0,0,0,0,0,0
0x020550d4,19,778,-90,15,793,60,0,0,0,0,17,680,-78,13,693,52,0,0,0,0
0x0208990e,80,2800,2240,0,80,0,0,0,480,0,2,70,56,0,2,0,0,0,12,0
0x0206821e,426,2832,426,0,0,0,0,0,2406,0,41,217,41,0,0,0,0,0,176,0
0x0200c69a,75,2354,75,2279,0,0,0,0,0,0,13,420,13,407,0,0,0,0,0,0
0x02094e60,572,5119,-127,1221,3375,0,0,0,650,0,45,388,-10,82,265,0,0,0,51,0
0x02006734,146,1406,-3,1263,146,0,0,0,0,0,48,356,-2,310,48,0,0,0,0,0
0x0202c924,1600,6466,-6,4801,1671,0,0,0,0,0,80,320,0,240,80,0,0,0,0,0
0x0203692e,1600,72574,4830,0,64632,3112,0,0,0,0,80,3614,240,0,3226,148,0,0,0,0
0x020a8ff4,576,1044,0,1044,0,0,0,0,0,0,122,189,0,189,0,0,0,0,0,0
0x020b03de,9636,66337,9636,0,0,0,0,0,56701,0,560,3840,560,0,0,0,0,0,3280,0
0x020c345c,30,318,-29,8,331,8,0,0,0,0,26,302,-28,7,315,8,0,0,0,0
0x020a75bc,113,491,0,491,0,0,0,0,0,0,16,66,0,66,0,0,0,0,0,0
0x02011488,300,9702,0,9402,300,0,0,0,0,0,29,916,0,887,29,0,0,0,0,0
0x020aeb5e,1,70,29,41,0,0,0,0,0,0,1,70,29,41,0,0,0,0,0,0
0x0202ce78,1596,38702,0,35396,0,0,0,0,3306,0,80,2076,0,1906,0,0,0,0,170,0
0x0207fbca,342,900,342,558,0,0,0,0,0,0,117,330,117,213,0,0,0,0,0,0
0x0200df74,158,1640,0,1640,0,0,0,0,0,0,83,890,0,890,0,0,0,0,0,0
0x020a6454,20,526,0,526,0,0,0,0,0,0,3,98,0,98,0,0,0,0,0,0
0x02059764,74,2567,-444,220,2571,220,0,0,0,0,9,315,-54,27,322,20,0,0,0,0
0x02057832,1495,52307,-7475,0,57999,288,0,0,1495,0,78,2726,-390,0,3022,16,0,0,78,0
0x020062d4,3869,14962,23,14939,0,0,0,0,0,0,280,1110,1,1109,0,0,0,0,0,0
0x02062640,1600,35446,-4836,5606,33528,1148,0,0,0,0,80,2186,-306,291,2113,88,0,0,0,0
0x020af6d0,144,828,-60,140,574,174,0,0,0,0,57,513,-42,59,358,138,0,0,0,0
0x0205899c,3829,63687,0,63687,0,0,0,0,0,0,214,3597,0,3597,0,0,0,0,0,0
0x02090018,81,2054,0,2054,0,0,0,0,0,0,14,380,0,380,0,0,0,0,0,0
0x0200de58,21,1022,-126,21,1099,28,0,0,0,0,6,306,-36,6,316,20,0,0,0,0
0x020be0dc,76,1328,0,1328,0,0,0,0,0,0,8,127,0,127,0,0,0,0,0,0
0x0206981c,140,6304,3248,3056,0,0,0,0,0,0,7,339,174,165,0,0,0,0,0,0
0x02067e16,143,383,6,0,224,0,0,0,153,0,28,56,0,0,28,0,0,0,28,0
0x02068998,1236,2715,-38,2753,0,0,0,0,0,0,122,309,-2,311,0,0,0,0,0,0
0x020689b8,1236,2715,0,2715,0,0,0,0,0,0,122,309,0,309,0,0,0,0,0,0
0x01ffd8e4,103200,103202,103202,0,0,0,0,0,0,0,5300,5300,5300,0,0,0,0,0,0,0
0x02086fce,79,2288,-357,0,2557,88,0,0,0,0,7,216,-21,0,233,4,0,0,0,0
0x0209648a,6357,85050,6357,78693,0,0,0,0,0,0,324,4484,324,4160,0,0,0,0,0,0
0x020567ae,10,370,-40,0,406,4,0,0,0,0,9,344,-37,0,377,4,0,0,0,0
0x020a5e7e,1,70,29,41,0,0,0,0,0,0,1,70,29,41,0,0,0,0,0,0
0x020ad6ee,1,70,1,63,0,0,0,0,6,0,1,70,1,63,0,0,0,0,6,0
0x020899dc,9,263,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020645c2,25,875,-125,0,960,40,0,0,0,0,14,490,-70,0,544,16,0,0,0,0
0x02011860,330,6651,0,6651,0,0,0,0,0,0,24,243,0,243,0,0,0,0,0,0
0x02027080,30,2100,0,2100,0,0,0,0,0,0,6,420,0,420,0,0,0,0,0,0
0x02044ae0,439,7227,0,6788,439,0,0,0,0,0,25,395,0,370,25,0,0,0,0,0
0x02044b02,439,7307,6868,0,439,0,0,0,0,0,25,399,374,0,25,0,0,0,0,0
0x02058e80,108,1375,0,1375,0,0,0,0,0,0,37,258,0,258,0,0,0,0,0,0
0x0205d5f4,251,8785,-251,8534,0,251,0,0,251,0,20,700,-20,680,0,20,0,0,20,0
0x0208a9a2,4,180,-12,0,168,0,0,0,24,0,2,96,-6,0,90,0,0,0,12,0
0x020a7100,215,7289,-960,590,7371,288,0,0,0,0,18,566,-60,46,552,28,0,0,0,0
0x020478b6,207,2315,2108,0,0,207,0,0,0,0,23,193,170,0,0,23,0,0,0,0
0x02036010,40480,96202,98,96104,0,0,0,0,0,0,2052,4926,5,4921,0,0,0,0,0,0
0x0202b0f8,1600,44108,0,44108,0,0,0,0,0,0,80,2154,0,2154,0,0,0,0,0,0
