frame,ALL,FTR,STG,BG,AUD,HUD,SRC,MISC,OTHR,WAIT,WORK,SHDT,SWRM,GCRA,SCPU,SCAT,SPRM,SINT,SPHD,SPHC,WORK-H,gNdsFighterNaturalMotionFigatreeAttachCount,gNdsShieldAnimJointInstallCalls,gNdsR2FtAnimParseStepped,gNdsR2FtAnimParseEarlyOut,gNdsR2FtAnimRecipMisses,gNdsR2AnimCacheBytes,gNdsR2RelocAliasVisits,gNdsFTComputerStatusChangeCount,WRAPFIX
841,1117312,289792,179968,4288,2752,1152,339840,110720,189376,169536,948352,4928,896,334336,33408,1280,2112,131968,63552,704,947200,2958,0,14541,46502,0,114640,5127,0,0
842,1117888,289152,183488,4224,2688,960,324096,110720,202176,182208,935296,4608,960,318976,33856,1344,2048,142464,64128,512,934336,2958,0,14559,46556,0,114640,5127,0,0
843,1117504,291392,180864,4352,2624,1024,355200,113664,168256,148352,969024,4544,896,349760,46144,1216,2304,140416,64064,704,968000,2958,0,14576,46611,0,114640,5127,0,0
844,1117376,292160,181504,4224,4800,1024,320448,112000,201408,181760,935808,4800,960,315136,32640,1408,2176,154624,63296,576,934784,2958,0,14584,46675,0,114640,5127,0,0
845,1117568,289088,181824,4224,5056,1088,323648,111616,200896,181312,936128,4736,1024,318400,33216,1408,2112,136640,62592,640,935040,2958,0,14592,46739,0,114640,5127,0,0
846,1117440,291200,179904,4224,3200,1024,337792,112768,187520,167872,949760,4800,960,332416,33280,1280,2240,134528,63744,576,948736,2958,0,14613,46790,0,114640,5127,0,0
847,1117632,290560,180160,4224,1536,1024,592448,111616,496192,476288,1201472,4160,896,587072,33856,1344,2048,143360,63424,512,1200448,3009,0,14694,46846,0,114640,5448,0,0
848,1677760,290624,182528,4224,1408,1152,355392,114176,168256,148224,969536,4224,960,350016,34432,1344,1920,323968,144768,832,968384,3009,0,14702,46902,0,114640,5448,0,0
849,1117760,289024,181120,4224,1536,1024,330176,113280,197120,177408,940096,4416,1024,324800,34304,1408,2112,129344,81024,576,939072,3009,0,14709,46959,0,114640,5448,0,0
850,1117504,289152,182016,4288,1472,1088,331840,111552,196224,176384,941248,4800,1024,326400,34624,1280,1920,127808,77696,576,940160,3009,0,14722,47010,0,114640,5448,0,0
851,1117632,289920,179712,4224,1536,1024,349632,112832,178624,158912,958592,4480,960,344256,35328,1408,2048,132608,78336,576,957568,3009,0,14742,47054,0,114640,5448,0,0
852,1117504,291328,181696,4224,1408,417216,350336,111680,320384,299456,1378816,4416,896,344960,35328,1344,2048,136704,78848,640,961600,3009,0,14766,47094,0,114640,5448,0,0
853,1678272,288256,181248,4352,1472,960,378688,112704,149568,129728,987520,4672,1024,373376,62912,1408,2112,145024,85248,576,986560,3009,0,14774,47150,0,114640,5448,0,0
854,1117248,289024,181376,4224,1408,1088,367936,113664,158784,138880,978624,4800,960,362752,63168,1280,2240,159232,81536,576,977536,3009,0,14779,47209,0,114640,5448,0,0
855,1117504,288768,180032,4288,1472,960,447936,114048,80128,60160,1057472,4672,960,442496,63552,1344,2112,155648,77952,704,1056512,3029,0,14817,47275,0,114640,5448,0,0
856,1117632,288896,186624,4224,1408,71872,422080,101184,41408,21312,1096384,4608,960,416704,63104,1280,2176,242816,78400,768,1024512,3029,0,14846,47316,0,114640,5448,0,0
857,1117696,288960,183808,4288,2176,1024,527040,107072,563072,543104,1134336,4544,1024,521536,63936,1536,2048,173312,79744,704,1133312,3046,0,14894,47355,0,114640,5555,0,0
858,1677440,290944,184704,4288,132288,1088,348352,113920,41920,22080,1095424,4672,1024,342848,62784,1408,2176,181696,227904,640,1094336,3046,0,14914,47409,0,114640,5555,0,0
859,1117504,294272,185024,4288,3200,1024,382016,114048,133504,113792,1003584,4736,960,376384,48192,1152,2240,170176,56320,640,1002560,3066,0,14957,47460,0,114640,5555,0,0
860,1117376,290048,184128,4288,1472,1024,300736,114112,221952,201728,916032,4864,1024,295360,33984,1216,1920,207872,56704,832,915008,3066,0,14962,47529,0,114640,5555,0,0
861,1117760,292352,184704,4224,1408,1024,417216,117632,99072,79104,1038528,4736,1024,411904,31808,1408,2240,128320,55552,704,1037504,3084,0,14982,47619,0,114640,5662,0,0
862,1117632,291200,185472,4352,1472,1088,310720,117376,205632,186240,931072,4800,960,305344,32320,1408,2112,231808,56576,640,929984,3084,0,14991,47686,0,114640,5662,0,0
863,1117312,291456,184768,4224,1472,1024,313024,117056,204800,184704,933120,4992,960,307584,16448,1344,2240,136320,55744,576,932096,3084,0,15013,47740,0,114640,5662,0,0
864,1117824,292544,186048,4288,1408,1024,290688,117952,223808,203584,914176,4480,1024,285376,832,1088,2048,129088,56384,640,913152,3084,0,15035,47794,0,114640,5662,0,0
865,1117760,289600,184768,4224,1408,1152,288192,118016,230080,210496,906944,4864,1024,282944,704,1280,2176,114240,57024,704,905792,3084,0,15055,47850,0,114640,5662,0,0
866,1117440,289920,185408,4288,1536,419072,297152,114688,366016,345792,1332288,4800,1024,291584,832,1344,2176,112000,56192,704,913216,3084,0,15073,47908,0,114640,5662,0,0
867,1678080,290048,182912,4160,1472,960,458752,104256,74432,54720,1062272,4352,1024,453312,832,1344,2112,110080,56128,704,1061312,3119,0,15129,47979,0,114640,5876,0,0
868,1116992,291584,182016,4288,1472,1024,257024,103808,276672,256832,861056,4544,896,251648,896,1216,1984,283840,57216,640,860032,3119,0,15135,48047,0,114640,5876,0,0
869,1117888,290048,181056,4288,1472,1088,254144,104640,280512,260992,856256,4672,896,248960,896,1344,2048,100544,57472,576,855168,3119,0,15137,48119,0,114640,5876,0,0
870,1117248,292352,181440,4224,1408,1088,252608,104064,280704,261248,856640,4736,960,247296,1024,1216,2240,97792,57728,576,855552,3119,0,15139,48191,0,114640,5876,0,0
871,1117888,291840,179968,4288,1472,1088,404416,104640,129920,110336,1007296,4672,960,399104,2304,1536,2048,96960,56832,640,1006208,3159,0,15192,48272,0,114640,5876,0,0
872,1117632,291776,180224,4352,1536,1088,282240,83712,272192,252928,864192,4608,960,276672,17472,1344,2176,246976,57600,768,863104,3159,0,15208,48330,0,114640,5876,0,0
873,1117120,290048,182080,4288,2816,1024,509760,104384,23232,3456,1114176,4608,960,504576,33536,1216,2304,124736,56896,448,1113152,3178,0,15236,48394,0,114640,5876,0,0
874,1117632,289536,181312,4288,2688,1024,402688,103744,132416,112704,1004992,4352,960,396992,33216,1536,2048,323264,85248,704,1003968,3196,0,15273,48447,0,114640,5983,0,0
875,1117696,290368,179584,4352,2560,1088,384448,104000,151232,131072,986560,4480,1024,379072,33792,1600,2048,225536,77376,576,985472,3213,0,15297,48513,0,114640,6090,0,0
876,1117632,284608,178368,4288,2752,1024,625856,112000,468800,449088,1228608,4416,960,620608,63232,1408,2048,210752,76672,640,1227584,3230,0,15329,48570,0,114640,6197,0,0
877,1677696,290112,177728,4288,2752,1024,350208,115648,175872,156416,961216,4224,1088,344832,59200,1408,2240,435776,94208,704,960192,3230,0,15347,48624,0,114640,6197,0,0
878,1117632,288448,174528,4288,2688,1088,340736,119680,186048,166528,950976,4672,896,335424,59200,1472,2112,157568,91968,768,949888,3230,0,15357,48686,0,114640,6197,0,0
879,1117504,288384,175552,4352,129856,1024,337792,116160,64640,44608,1073152,4800,960,332288,59456,1536,2048,153920,92352,704,1072128,3230,0,15363,48752,0,114640,6197,0,0
880,1117760,290240,174912,4288,2688,419584,335360,116800,334016,313856,1364032,4672,960,329792,58176,1344,2176,151232,92224,704,944448,3230,0,15364,48823,0,114640,6197,0,0
881,1677888,289984,174720,4224,2880,1088,338752,115840,189568,170048,947008,4352,960,333312,59584,1344,2304,145920,95040,640,945920,3230,0,15366,48893,0,114640,6197,0,0
882,1117056,289216,176256,4224,2816,1024,334528,116160,193408,173952,943680,4480,896,329472,58944,1472,2048,149888,95744,512,942656,3230,0,15368,48963,0,114640,6197,0,0
883,1117632,290048,176128,4288,2688,1088,344000,115264,184064,164864,952704,4416,896,338432,60736,1408,1984,148416,92672,768,951616,3230,0,15373,49030,0,114640,6197,0,0
884,1117568,291584,174720,4288,2624,960,338944,116288,188288,168640,949056,4416,896,333632,55040,1472,1984,153920,96704,704,948096,3230,0,15385,49090,0,114640,6197,0,0
885,1117696,289920,175680,4224,2752,1088,332992,116096,194816,174976,942592,4480,960,327552,55168,1344,2176,151680,93824,768,941504,3230,0,15391,49156,0,114640,6197,0,0
886,1117568,287424,174400,4288,5120,71936,342272,117376,114944,94720,1023040,4224,1024,336896,60224,1408,2048,146944,92672,512,951104,3230,0,15399,49220,0,114640,6197,0,0
887,1117760,288576,173632,4288,4992,1088,343680,111744,189632,169664,947968,4736,960,338240,59904,1536,2048,155968,93184,704,946880,3230,0,15408,49283,0,114640,6197,0,0
888,1117632,287232,177600,4224,3904,1024,346304,104576,192448,172864,944448,4352,960,341056,59904,1280,2112,155072,94144,896,943424,3230,0,15423,49340,0,114640,6197,0,0
889,1117312,289088,174592,4288,2560,1088,346368,104640,194880,175232,942272,4608,896,340992,65984,1408,1984,161600,92416,640,941184,3230,0,15431,49404,0,114640,6197,0,0
890,1117504,288576,175616,4288,2624,1024,373952,104064,167424,147520,970048,4480,960,368576,89280,1280,1920,162368,92480,640,969024,3230,0,15446,49461,0,114640,6197,0,0
891,1117568,293056,173440,4288,2560,1088,393152,84096,165760,146432,971008,4544,1024,387456,110784,1536,2112,189504,93504,640,969920,3230,0,15458,49521,0,114640,6197,0,0
892,1117440,290048,172672,4288,4864,1024,363264,84544,197120,177536,940288,4416,1024,357696,78080,1408,2048,208192,92288,704,939264,3230,0,15476,49575,0,114640,6197,0,0
893,1117824,289920,174720,4288,4864,1088,374848,84096,183808,164480,953152,4672,1024,369280,45184,1344,1920,178880,95488,768,952064,3248,0,15518,49622,0,114640,6197,0,0
894,1117632,286912,175232,4352,3264,960,444288,98432,104320,84288,1033472,4288,896,438848,45632,1216,2048,194112,92288,640,1032512,3266,0,15551,49695,0,114640,6304,0,0
895,1117760,288960,174528,4224,1408,417536,333120,98944,359296,339072,1338944,4608,1024,327680,45888,1408,2048,253504,102400,640,921408,3266,0,15570,49748,0,114640,6304,0,0
896,1678016,289088,173632,4288,1472,1024,404864,97664,145280,125696,991616,4352,960,399168,114560,1408,2240,151680,90816,640,990592,3266,0,15594,49796,0,114640,6304,0,0
897,1117312,289728,175424,4288,1472,1088,411648,98240,135680,115776,1001792,4416,960,406144,113600,1408,2176,222336,91776,576,1000704,3266,0,15624,49838,0,114640,6304,0,0
898,1117568,287936,176064,4288,1408,1088,329664,100032,217024,197312,920192,4352,1088,324032,45888,1344,1984,230336,91200,640,919104,3266,0,15638,49896,0,114640,6304,0,0
899,1117504,290304,174976,4288,1472,1088,333184,97600,214656,194624,922944,4416,960,327744,45952,1280,1984,148928,90688,704,921856,3266,0,15654,49952,0,114640,6304,0,0
900,1117568,290880,174976,4288,92032,1024,339264,98688,116224,95936,1021440,4288,896,333824,47104,1344,1984,150464,92672,704,1020416,3266,0,15677,50001,0,114640,6304,0,0
901,1117376,287232,172928,4352,1600,1024,332480,97920,220096,200128,917504,4416,960,327104,47296,1152,2240,154624,94208,704,916480,3266,0,15701,50049,0,114640,6304,0,0
902,1117632,287808,175168,4224,2624,1024,640640,123008,443008,423488,1254016,162368,1024,635008,55744,1536,1984,158720,84096,512,1252992,3266,0,15714,50108,0,114640,6304,0,0
903,1677504,293504,175616,4288,2688,70720,919040,120704,91648,71360,1606848,238464,960,913600,1152,1216,2304,249408,131520,704,1536128,3304,0,15774,50160,0,114640,6411,0,0
904,1678208,292928,176192,4224,2624,1216,229440,120832,289664,270080,847040,4416,896,223872,1920,1408,120192,73792,204160,896,845824,3304,0,15774,50196,0,114640,6411,0,0
905,1117120,288576,174528,4288,2624,960,273216,124800,248640,228608,889024,4480,1024,267648,42432,1280,2048,65344,67520,768,888064,3304,0,15778,50228,0,114640,6411,0,0
906,1117632,291840,177216,4288,2624,1024,311296,129280,200000,179904,937664,4608,1024,305728,39296,1408,1984,110784,67200,832,936640,3304,0,15796,50266,0,114640,6411,0,0
907,1117568,289408,176192,4224,2624,1088,308416,134528,201280,181248,936512,4736,1024,303168,768,1408,2176,135168,80448,896,935424,3304,0,15826,50312,0,114640,6411,0,0
908,1117760,292096,175424,4352,2688,1024,294592,139136,208000,188352,928960,4736,1024,289152,768,1280,2112,129472,82880,704,927936,3304,0,15836,50378,0,114640,6411,0,0
909,1117312,288576,174400,4288,2624,419712,300672,133312,354560,334272,1343872,4672,896,295104,1024,1216,2048,115008,82624,448,924160,3304,0,15844,50446,0,114640,6411,0,0
910,1678144,292544,175232,4288,2688,1024,293440,136896,211328,191424,926016,4672,1088,288064,1600,1344,2176,115584,86784,640,924992,3304,0,15847,50519,0,114640,6411,0,0
911,1117440,289728,174784,4288,2752,1024,316160,138048,190592,170624,946752,4864,960,310976,20288,1280,1984,111744,83584,704,945728,3304,0,15860,50582,0,114640,6411,0,0
912,1117376,289600,175296,4288,2688,960,283328,132992,228416,208576,908992,4608,1024,277888,896,1344,2048,133824,83648,576,908032,3304,0,15867,50651,0,114640,6411,0,0
913,1117568,290944,173760,4288,2688,960,293504,135104,216512,196416,921344,4288,960,288320,896,1408,2112,100096,84160,704,920384,3304,0,15879,50715,0,114640,6411,0,0
914,1117760,289216,175168,4288,2816,1024,537920,142144,524992,505216,1172352,4864,896,532352,1472,1344,2176,120576,73792,640,1171328,3342,0,15937,50789,0,114640,6411,0,0
915,1677568,290624,175104,4288,5056,960,296768,138624,206400,186432,931392,4800,960,291264,22144,1408,2048,187392,248768,768,930432,3342,0,15966,50836,0,114640,6411,0,0
916,1117824,291520,174336,4224,3968,71680,294144,141696,136256,115392,1002432,4608,960,288768,1280,1280,2048,136064,59200,768,930752,3342,0,15995,50883,0,114640,6411,0,0
917,1117824,290880,175104,4416,2688,1088,363904,131456,147520,128000,989056,4736,896,358656,1472,1472,2112,134272,60096,512,987968,3360,0,16050,50922,0,114640,6518,0,0
918,1117056,290368,176256,4352,2752,1088,378432,129600,135040,114624,1003264,4736,896,373120,41600,1408,2048,204224,59904,576,1002176,3377,0,16087,50975,0,114640,6518,0,0
919,1117888,289216,175744,4288,2624,1024,270016,128128,246208,226752,890496,4736,960,264512,832,1280,1984,219904,59264,896,889472,3377,0,16087,51045,0,114640,6518,0,0
920,1117248,288832,175232,4288,130944,960,257344,129344,130688,110272,1007360,4672,960,251776,896,1216,2240,112832,59456,640,1006400,3377,0,16087,51115,0,114640,6518,0,0
921,1117632,290112,179136,4288,2752,1024,292992,127872,219712,199616,918272,4736,960,287616,832,1216,2176,96064,64320,576,917248,3377,0,16087,51185,0,114640,6518,0,0
922,1117888,291840,179456,4224,2688,1088,267136,110080,260992,241216,876288,4608,1024,261888,768,1216,2240,114048,60224,768,875200,3377,0,16090,51252,0,114640,6518,0,0
923,1117504,290368,180544,4288,2624,417856,283904,114624,383744,363584,1314368,4992,960,278400,896,1216,1984,99584,59328,832,896512,3377,0,16093,51319,0,114640,6518,0,0
924,1677952,292672,181056,4224,2752,1088,362816,110720,161856,142592,974592,4800,1024,357504,1472,1344,2368,115968,59456,512,973504,3397,0,16121,51401,0,114640,6518,0,0
925,1117184,292288,181056,4224,4992,1024,282048,111168,240896,220928,896768,4800,960,276800,1344,1408,2112,192832,59712,576,895744,3397,0,16139,51459,0,114640,6518,0,0
926,1117696,293248,180672,4352,4864,1088,306176,105664,221440,201792,915712,4800,1024,300864,21696,1472,2048,112640,59456,640,914624,3397,0,16163,51511,0,114640,6518,0,0
927,1117504,290432,182080,4224,3008,71296,1077632,144192,465920,444800,1793984,256000,960,1072256,768,1280,2176,138624,58944,768,1722688,3415,0,16214,51534,0,114640,6625,0,0
928,2238784,292608,174912,4288,5056,1024,176128,139328,323328,303680,812992,5120,1024,170624,640,1344,300288,292992,87424,640,811968,3415,0,16214,51534,0,114640,6625,0,0
929,1116672,289664,175808,4288,4992,1024,176896,134528,330304,311040,806464,5184,1024,171840,1408,1216,1920,8192,63104,832,805440,3415,0,16214,51534,0,114640,6625,0,0
930,1117504,290944,174592,4288,4224,1024,202688,133120,306752,287104,830528,5376,1024,197312,34816,1152,1920,7936,62208,832,829504,3415,0,16214,51534,0,114640,6625,0,0
931,1117632,290240,175616,4416,2752,1088,245184,127936,270592,250752,867072,5120,960,239680,704,1408,1920,42304,60416,448,865984,3415,0,16232,51554,0,114640,6625,0,0
932,1117824,289152,181184,4352,2880,1088,319360,124608,194944,174912,942656,5184,1024,313920,768,1344,1984,63424,76736,640,941568,3415,0,16255,51607,0,114640,6625,0,0
933,1117568,291776,179712,4352,2816,960,285696,120064,231936,212288,905024,4928,896,280320,768,1472,2240,108160,84608,768,904064,3415,0,16268,51670,0,114640,6625,0,0
934,1117312,292032,182144,4288,2816,1024,273152,119232,243136,223424,894400,4608,960,267776,1280,1216,2048,105920,71424,704,893376,3415,0,16287,51727,0,114640,6625,0,0
935,1117824,290048,178112,4288,2752,1024,271424,120640,249216,229504,888000,4864,1024,266176,1728,1216,2112,108224,58368,576,886976,3415,0,16297,51793,0,114640,6625,0,0
936,1117504,290944,183232,4288,2752,1088,308224,105088,221760,201792,915584,4352,960,302912,41088,1408,2048,103680,60096,704,914496,3415,0,16310,51856,0,114640,6625,0,0
937,1117376,288768,181504,4288,2816,421056,312384,105152,362176,342080,1336064,4800,1024,306944,38720,1344,2112,143680,59456,576,915008,3415,0,16327,51915,0,114640,6625,0,0
938,1678144,291008,182528,4224,2816,1088,313408,103744,218496,198528,918784,4544,896,308160,39488,1472,1984,148800,59136,768,917696,3415,0,16356,51962,0,114640,6625,0,0
939,1117312,292032,175360,4288,2816,1088,311232,105344,225344,205440,912064,4544,896,305920,39360,1536,2176,155456,59520,640,910976,3415,0,16392,52002,0,114640,6625,0,0
940,1117504,292352,178688,4160,2944,1024,346688,104832,187008,167232,950464,4480,1024,341312,75648,1344,2368,160448,59008,768,949440,3415,0,16426,52044,0,114640,6625,0,0
941,1117696,293120,173632,4224,132800,1024,338944,96512,76992,57216,1060032,4480,960,333504,72576,1344,1984,196224,59456,704,1059008,3415,0,16451,52095,0,114640,6625,0,0
942,1117248,292160,172160,4224,5056,1152,331328,84224,227584,207936,909952,4416,896,326080,70848,1344,2112,187456,59136,704,908800,3415,0,16471,52151,0,114640,6625,0,0
943,1117888,291392,171776,4160,2624,1024,330112,85120,230848,211520,905536,4480,960,324608,70400,1344,1984,182848,58944,704,904512,3415,0,16495,52203,0,114640,6625,0,0
944,1117056,292608,173248,4288,2688,1088,317568,83648,242560,223040,894656,4864,896,312320,55488,1600,2112,183232,58240,576,893568,3415,0,16519,52255,0,114640,6625,0,0
945,1117696,293248,173760,4224,2816,1024,272768,84224,285504,265344,852224,4480,960,267520,36864,1536,2112,169792,58880,704,851200,3415,0,16545,52287,0,114640,6625,0,0
946,1117568,293376,174272,4288,2688,72256,255552,87232,228224,208128,909760,4416,1024,249792,35776,1344,2048,126016,58688,768,837504,3415,0,16553,52319,0,114640,6625,0,0
947,1117888,292672,174016,4224,2688,1024,254656,85120,302656,282880,834176,4608,896,249344,35968,1600,2112,107648,59328,512,833152,3415,0,16562,52350,0,114640,6625,0,0
948,1117056,291712,173696,4288,2624,1024,256256,84992,302976,283136,834432,4608,960,250944,37376,1344,2048,108032,58816,576,833408,3415,0,16567,52385,0,114640,6625,0,0
949,1117568,291648,171904,4288,2688,1024,254016,84928,307136,287360,830272,4480,896,248832,37376,1216,2112,109120,59328,576,829248,3415,0,16573,52419,0,114640,6625,0,0
950,1117632,292736,174080,4288,2752,1024,535104,176064,491648,472512,1205184,4800,960,529984,68928,1408,2048,108800,58688,768,1204160,3430,0,16594,52468,0,114640,6732,0,0
951,1677696,293888,173952,4160,2816,420032,336192,175488,271616,251392,1426752,5120,1024,330944,68160,1408,2048,152896,280320,640,1006720,3430,0,16603,52529,0,114640,6732,0,0
952,1678144,292928,174336,4288,4992,1024,348352,175040,116416,96512,1020864,4800,1024,342912,68160,1280,2048,169088,58176,704,1019840,3430,0,16633,52569,0,114640,6732,0,0
953,1117376,288704,173760,4288,4096,1088,556608,175104,474048,454080,1223616,4736,1088,551168,65792,1408,1920,178240,59712,832,1222528,3479,0,16711,52624,0,114640,6839,0,0
954,1677696,288896,177408,4224,4800,1152,355392,175808,110080,89920,1027840,4864,1024,349760,68096,1536,2112,295872,150592,512,1026688,3479,0,16715,52684,0,114640,6839,0,0
955,1117760,290816,176448,4288,5504,1088,360192,175488,103552,83968,1033408,4672,1024,354624,68864,1536,2176,158848,86592,448,1032320,3479,0,16720,52743,0,114640,6839,0,0
956,1117376,290176,173376,4352,4736,960,354240,104896,185344,164672,953408,4800,896,348672,68672,1280,2176,163008,86848,704,952448,3479,0,16725,52802,0,114640,6839,0,0
957,1118080,289472,173440,4224,3264,1024,353472,103872,188224,168512,948480,4928,896,347840,68416,1216,2368,162368,86656,512,947456,3479,0,16742,52849,0,114640,6839,0,0
958,1116992,290496,175808,4224,1472,1024,361600,104768,178304,158464,959232,4544,960,356288,69120,1472,2048,169344,86272,704,958208,3479,0,16766,52889,0,114640,6839,0,0
959,1117696,289472,173760,4352,1472,1024,355584,103232,188864,169024,948736,4928,1024,350144,67968,1216,2048,179456,85568,640,947712,3479,0,16777,52942,0,114640,6839,0,0
960,1117760,288320,175232,4224,2112,960,524096,111296,571072,551488,1125824,4672,960,518784,53632,1344,2048,165440,93568,768,1124864,3496,0,16800,53000,0,114640,6946,0,0
961,1677312,291520,174080,4224,131584,1024,329216,111616,74240,54528,1062976,4672,1024,323712,50304,1408,2112,324032,103232,640,1061952,3496,0,16801,53067,0,114640,6946,0,0
962,1117504,291008,174272,4416,2688,1024,347328,112320,184640,164608,953088,4800,960,342080,67072,1280,2048,142080,87872,576,952064,3496,0,16805,53131,0,114640,6946,0,0
963,1117696,290688,177472,4288,2624,1024,340032,118656,182592,162688,954688,4608,1024,334784,50496,1408,2304,160192,88384,704,953664,3496,0,16809,53195,0,114640,6946,0,0
964,1117376,290944,175552,4224,2752,1024,309376,112576,221056,201536,915968,4672,960,303744,33152,1408,1984,143232,98944,576,914944,3496,0,16814,53258,0,114640,6946,0,0
965,1117504,288960,174400,4288,2624,416576,299520,105024,386688,366336,1311744,4864,960,294336,33728,1280,1984,126592,81728,704,895168,3496,0,16816,53324,0,114640,6946,0,0
966,1678080,289088,175296,4288,2688,1088,305024,105088,234944,214848,902656,4608,1024,299520,33344,1280,2112,123200,80064,832,901568,3496,0,16824,53384,0,114640,6946,0,0
967,1117504,289472,171328,4352,2624,1088,299968,106240,242240,222272,895040,4544,1088,294528,32512,1088,1984,129344,83776,576,893952,3496,0,16833,53443,0,114640,6946,0,0
968,1117312,289024,176064,4288,2816,1024,367296,98048,178944,159360,958144,4480,1024,361920,32896,1536,2112,129408,78592,768,957120,3516,0,16859,53505,0,114640,6946,0,0
969,1117504,290752,173696,4288,2752,1024,307200,98304,239808,219968,897856,4608,960,301824,32320,1408,2176,125696,148032,704,896832,3516,0,16870,53568,0,114640,6946,0,0
970,1117824,289280,176064,4288,2688,1088,307136,99072,237888,218304,899200,4480,1024,301824,32192,1216,2048,136064,80960,832,898112,3516,0,16885,53627,0,114640,6946,0,0
971,1117504,290752,174336,4288,2752,1024,305600,84672,254080,234368,883136,4608,896,300352,32512,1408,2176,137472,79296,832,882112,3516,0,16903,53683,0,114640,6946,0,0
972,1117504,290368,174208,4288,2752,1024,369664,84928,190208,170624,946816,4416,1024,364416,33536,1344,2112,135744,78400,768,945792,3536,0,16939,53741,0,114640,6946,0,0
973,1117440,289536,174784,4224,2816,1088,318080,85056,241920,222272,895232,4672,960,312704,49088,1408,2112,201216,79680,576,894144,3536,0,16953,53801,0,114640,6946,0,0
974,1117504,289728,175872,4416,2752,960,518656,103872,21504,1600,1116160,4672,960,513280,61312,1280,2048,150208,79040,768,1115200,3555,0,16983,53863,0,114640,6946,0,0
975,1117760,289984,174976,4288,2688,1088,336448,104320,203840,183936,933696,4352,1024,331200,58624,1344,2112,323968,101376,832,932608,3555,0,16992,53926,0,114640,6946,0,0
976,1117632,290368,175296,4224,2688,71040,355328,106240,112704,92544,1025344,4608,960,349888,68608,1280,2112,151808,92864,640,954304,3555,0,17004,53986,0,114640,6946,0,0
977,1117888,290688,175168,4288,2752,1088,312832,103232,226880,206720,910208,4480,896,307520,35904,1408,2112,167424,95808,640,909120,3555,0,17013,54049,0,114640,6946,0,0
978,1116928,289280,176960,4224,2816,1152,317248,104448,221376,201856,915648,4544,1024,311808,35648,1472,2112,129728,91840,512,914496,3555,0,17034,54100,0,114640,6946,0,0
979,1117504,288512,175040,4288,2752,960,312768,104320,229248,209728,908160,4480,960,307456,36992,1408,2240,135040,90240,896,907200,3555,0,17045,54161,0,114640,6946,0,0
980,1117888,287232,174144,4288,2752,416640,278528,104384,409856,389312,1288512,4608,1088,273152,896,1216,2048,130368,89920,640,871872,3555,0,17058,54220,0,114640,6946,0,0
981,1677824,314176,175040,4416,4992,1088,360768,104384,152128,132480,984512,4608,1024,355328,1664,1152,2240,95360,91392,640,983424,3575,0,17090,54300,0,114640,6946,0,0
982,1116992,313344,175936,4288,131392,960,400704,110592,540544,520640,1157120,4288,960,395328,1984,1216,1984,177408,91072,768,1156160,3593,0,17130,54370,0,114640,7053,0,0
983,1677760,315776,174336,4288,2688,1024,335040,109952,174656,154688,963072,4352,960,329664,43328,1152,2112,211648,98112,832,962048,3593,0,17153,54423,0,114640,7053,0,0
984,1117760,315968,175872,4352,2560,1088,411008,110720,96000,76416,1041152,4416,1024,405568,121600,1216,2112,155456,87808,832,1040064,3593,0,17166,54486,0,114640,7053,0,0
985,1117568,316736,173632,4288,2624,1024,412608,109184,97600,77888,1039808,4544,960,407296,120640,1344,2048,226368,92736,576,1038784,3593,0,17191,54537,0,114640,7053,0,0
986,1117696,318016,176896,4224,2560,960,410368,110400,93952,74432,1042944,4736,960,405120,121472,1216,2240,231744,88832,576,1041984,3593,0,17211,54593,0,114640,7053,0,0
987,1117376,320448,174592,4352,4800,1024,415040,111616,85824,65536,1052160,4288,1024,409600,124736,1280,2240,229696,88384,704,1051136,3593,0,17232,54648,0,114640,7053,0,0
988,1117696,309120,175232,4288,4736,1024,652544,133888,397056,377024,1300864,5888,960,647168,126272,1600,2048,234240,88960,512,1299840,3593,0,17264,54692,0,114640,7053,0,0
989,1677888,315776,176384,4288,3840,960,461376,127616,27136,7232,1110144,7360,1024,455872,128384,1600,2048,440448,99328,640,1109184,3593,0,17286,54746,0,114640,7053,0,0
990,1117376,317056,174144,4352,2560,1024,637056,143040,398464,378880,1298816,9728,1024,631680,131520,1472,2048,238592,91520,576,1297792,3593,0,17299,54809,0,114640,7053,0,0
991,1677696,319552,174592,4288,2688,1088,472896,138560,564160,544640,1133184,9792,1024,467584,130304,1536,2112,362176,133568,704,1132096,3593,0,17317,54867,0,114640,7053,0,0
992,1677824,318336,176192,4416,4864,1024,464064,131776,577024,556864,1120832,8832,1024,458688,132736,1600,2112,236480,94592,576,1119808,3593,0,17332,54928,0,114640,7053,0,0
993,1677696,318080,183744,4224,3968,416512,457280,125952,168576,147712,1530624,8704,1088,451840,100992,1408,2368,236672,87552,640,1114112,3593,0,17343,54993,0,114640,7053,0,0
994,1678336,319168,182016,4288,2752,960,471104,124416,572352,552384,1124672,8704,1088,465600,129600,1408,2048,202560,89024,704,1123712,3593,0,17353,55059,0,114640,7053,0,0
995,1677056,289024,182400,4288,2688,1024,805376,133376,259776,240000,1437952,168512,1024,799936,127808,1408,2112,232128,87936,576,1436928,3613,0,17386,55122,0,114640,7053,0,0
996,1677952,290816,180544,4224,4864,960,609792,133440,452864,433088,1244416,172992,896,604288,106176,1408,2176,232064,257536,896,1243456,3613,0,17402,55182,0,114640,7053,0,0
