site_pc,caller,callee,kind
0x020029d0,ndsRendererNativeStagePrepareRun.constprop.0,ndsRendererHardwareUseTexture,call
0x02002aa4,ndsRendererNativeStagePrepareRun.constprop.0,ndsRendererHardwareAlphaUsesVertex,call
0x02002b18,ndsRendererNativeStagePrepareRun.constprop.0,ndsRendererHardwareColorSource,call
0x02002b24,ndsRendererNativeStagePrepareRun.constprop.0,ndsRendererHardwareUseMaterialColor,call
0x02002b30,ndsRendererNativeStagePrepareRun.constprop.0,ndsRendererHardwareUseVertexColor,call
0x02002e60,ndsRendererNativeStagePrepareRun.constprop.0,ndsRendererHardwarePolyFmt,call
0x02002f68,ndsRendererNativeStagePrepareRun.constprop.0,ndsRendererTransformVertex20p12.part.0.isra.0,call
0x02002fac,ndsRendererNativeStagePrepareRun.constprop.0,ndsRendererHardwareAlpha,call
0x02002fbc,ndsRendererNativeStagePrepareRun.constprop.0,ndsRendererHardwareTextureImplicitStateOn,call
0x02002ff4,ndsRendererNativeStagePrepareRun.constprop.0,ndsRendererHardwareResolveOrBindTexture,call
0x02003078,ndsRendererNativeStagePrepareRun.constprop.0,cpuGetTiming,call
0x0200309c,ndsRendererNativeStagePrepareRun.constprop.0,ndsRendererHardwareResolveOrBindTexture,call
0x020030a4,ndsRendererNativeStagePrepareRun.constprop.0,cpuGetTiming,call
0x0200330c,ndsRendererMtxMulAffine20p12,ndsRendererMtxMul20p12,tail
0x02003318,ndsRendererMtxMulAffine20p12,ndsRendererMtxMul20p12,tail
0x0200352c,ndsRendererNativeStageLoadNoZMatrix,ndsRendererBuildShiftedRawHardwareMatrix,call
0x02003558,ndsRendererNativeStageLoadNoZMatrix,ndsEffectPacketRecord,call
0x0200356c,ndsRendererNativeStageLoadNoZMatrix,ndsRendererTask36ReplayRecord,call
0x0200363c,ndsRendererNativeStageEmitNoZTriangle,ndsRendererNativeStageTask36EnsureWorld,call
0x02003730,ndsRendererNativeStageEmitNoZTriangle,ndsRendererNativeStageEmitNoZVertex.isra.0,call
0x02003760,ndsRendererNativeStageEmitNoZTriangle,ndsRendererNativeStageLoadNoZMatrix,call
0x02003778,ndsRendererNativeStageEmitNoZTriangle,ndsRendererNativeStageLoadNoZMatrix,call
0x02003940,ndsRendererNativeStageEmitNoZTriangle,ndsRendererNativeStageEmitNoZVertex.isra.0,call
0x0200399c,ndsRendererNativeStageEmitNoZTriangle,ndsEffectPacketRecord,call
0x020039b0,ndsRendererNativeStageEmitNoZTriangle,ndsRendererTask36ReplayRecord,call
0x020039c4,ndsRendererNativeStageEmitNoZTriangle,ndsEffectPacketRecord,call
0x020039d8,ndsRendererNativeStageEmitNoZTriangle,ndsRendererTask36ReplayRecord,call
0x020039ec,ndsRendererNativeStageEmitNoZTriangle,ndsEffectPacketRecord,call
0x02003a00,ndsRendererNativeStageEmitNoZTriangle,ndsRendererTask36ReplayRecord,call
0x02003a18,ndsRendererNativeStageEmitNoZTriangle,ndsRendererNativeStageEmitNearClippedTriangle,tail
0x02003d58,ndsRendererHardwareClipTriangleNearPlane,ndsRendererHardwareClipNearIntersection,call
0x02003d94,ndsRendererHardwareClipTriangleNearPlane,ndsRendererHardwareClipNearIntersection,call
0x02003df0,ndsRendererHardwareEmitClippedVertex,ndsRendererTask36ReplayRecord,call
0x02003e10,ndsRendererHardwareEmitClippedVertex,ndsEffectPacketRecord,call
0x02003e58,ndsRendererHardwareEmitClippedVertex,ndsRendererTask36ReplayRecord,call
0x02003e74,ndsRendererHardwareEmitClippedVertex,ndsEffectPacketRecord,call
0x02003ea0,ndsRendererHardwareEmitClippedVertex,ndsRendererHardwareClipVertex,tail
0x02003ec0,ndsRendererHardwareEmitClippedVertex,ndsRendererHardwareClipVertexNdcDepth,tail
0x02003f80,ndsRendererHardwareSubmitNearClippedTriangle,ndsRendererHardwarePackedVertexColor,call
0x02004040,ndsRendererHardwareSubmitNearClippedTriangle,ndsRendererHardwareClipTriangleNearPlane,call
0x02004094,ndsRendererHardwareSubmitNearClippedTriangle,ndsRendererHardwareEmitClippedVertex,call
0x020040a4,ndsRendererHardwareSubmitNearClippedTriangle,ndsRendererHardwareEmitClippedVertex,call
0x020040b4,ndsRendererHardwareSubmitNearClippedTriangle,ndsRendererHardwareEmitClippedVertex,call
0x020040f8,ndsRendererNativeStageEmitClippedVertex,memset,call
0x020042c0,ndsRendererNativeStageEmitClippedVertex,ndsRendererTask36ReplayRecord,call
0x020042e0,ndsRendererNativeStageEmitClippedVertex,ndsEffectPacketRecord,call
0x0200431c,ndsRendererNativeStageEmitClippedVertex,ndsRendererTask36ReplayRecord,call
0x02004334,ndsRendererNativeStageEmitClippedVertex,ndsEffectPacketRecord,call
0x02004374,ndsRendererNativeStageEmitClippedVertex,ndsRendererTask36ReplayRecord,call
0x02004390,ndsRendererNativeStageEmitClippedVertex,ndsEffectPacketRecord,call
0x020043c0,ndsRendererNativeStageEmitClippedVertex,ndsRendererTask36ReplayRecord,call
0x020043dc,ndsRendererNativeStageEmitClippedVertex,ndsEffectPacketRecord,call
0x02004478,ndsRendererNativeStageEmitNearClippedTriangle,ndsRendererTransformVertex20p12,call
0x020044b8,ndsRendererNativeStageEmitNearClippedTriangle,ndsRendererHardwareClipTriangleNearPlane,call
0x02004504,ndsRendererNativeStageEmitNearClippedTriangle,ndsRendererNativeStageEmitClippedVertex,call
0x02004518,ndsRendererNativeStageEmitNearClippedTriangle,ndsRendererNativeStageEmitClippedVertex,call
0x0200452c,ndsRendererNativeStageEmitNearClippedTriangle,ndsRendererNativeStageEmitClippedVertex,call
0x0200455c,ndsRendererFastRawFallbackCommand,ndsRendererExecuteTriangleCommand,tail
0x02004b7a,ndsRendererAdapterValidateNativeOwnerCached.constprop.0,ndsRendererValidateNativeFighterOwner,call
0x02004c18,ndsRendererAdapterPrimeProductionInputs.constprop.0,memset,call
0x02004c4c,ndsRendererAdapterPrimeProductionInputs.constprop.0,memset,call
0x02004cd4,ndsRendererAdapterGetHierarchyCameraMatrices.constprop.0,ndsRendererAdapterMtxIdentity20p12,call
0x02004cda,ndsRendererAdapterGetHierarchyCameraMatrices.constprop.0,ndsRendererAdapterMtxIdentity20p12,call
0x02004d20,ndsRendererAdapterGetHierarchyCameraMatrices.constprop.0,ndsRendererAdapterCameraLookAtReflect,call
0x02004d3a,ndsRendererAdapterGetHierarchyCameraMatrices.constprop.0,ndsRendererAdapterCameraPerspFast,call
0x02004d52,ndsRendererAdapterGetHierarchyCameraMatrices.constprop.0,ndsRendererAdapterGetFrameCameraMatrices.constprop.0,call
0x02004d5e,ndsRendererAdapterGetHierarchyCameraMatrices.constprop.0,ndsRendererAdapterMtxIdentity20p12,call
0x02004d6a,ndsRendererAdapterGetHierarchyCameraMatrices.constprop.0,ndsRendererAdapterMtxIdentity20p12,call
0x02004dae,ndsRendererAdapterPrepareOwnerMatricesPerBinding.constprop.0,ndsRendererAdapterBuildDObjWorldMatrix,call
0x02004dd4,ndsRendererAdapterPrepareOwnerMatricesPerBinding.constprop.0,ndsRendererMtxMulAffine20p12,call
0x02004dea,ndsRendererAdapterPrepareOwnerMatricesPerBinding.constprop.0,memcpy,call
0x02004e6c,ndsRendererAdapterPrepareNativeOwnerHierarchy.constprop.0,memset,call
0x02004e78,ndsRendererAdapterPrepareNativeOwnerHierarchy.constprop.0,memset,call
0x02004e86,ndsRendererAdapterPrepareNativeOwnerHierarchy.constprop.0,memset,call
0x02004e90,ndsRendererAdapterPrepareNativeOwnerHierarchy.constprop.0,ndsRendererAdapterCollectFighterTopology.constprop.0,call
0x02004f4a,ndsRendererAdapterPrepareNativeOwnerHierarchy.constprop.0,ndsRendererAdapterBuildDObjLocalMatrix,call
0x02004f84,ndsRendererAdapterPrepareNativeOwnerHierarchy.constprop.0,ndsRendererAdapterGetHierarchyCameraMatrices.constprop.0,call
0x02005006,exit,__call_exitprocs,call
0x02005018,exit,_exit,call
0x02005028,main,ndsPlatformInit,call
0x0200502c,main,ndsRelocAssetsInit,call
0x02005030,main,portCoroutineInitMain,call
0x02005034,main,ndsOsSelfTest,call
0x02005042,main,iprintf,call
0x02005052,main,sniprintf,call
0x02005060,main,syMainLoop,call
0x02005074,main,iprintf,call
0x02005078,main,ndsVideoBootstrapStart,call
0x0200507c,main,portProbeInit,call
0x02005088,main,portProbeUpdate,call
0x0200508c,main,ndsPlatformTicks,call
0x02005094,main,ndsPlatformBeginFrame,call
0x02005098,main,portProbeRender,call
0x0200509c,main,ndsPlatformRenderDebugHud,call
0x020050a0,main,ndsPlatformEndFrame,call
0x020050aa,main,ndsPlatformReadInput,call
0x020050ae,main,ndsOsPostVBlank,call
0x020050b2,main,ndsPlatformTicks,call
0x020050b8,main,ndsOsRunThreads,call
0x020050bc,main,ndsVideoBootstrapUpdate,call
0x020050cc,main,syControllerUpdateGlobalData,call
0x020050d6,main,iprintf,call
0x020050de,main,iprintf,call
0x020050ec,main,sniprintf,call
0x02005146,_soundEnsureInit,soundInit,call
0x0200514a,_soundEnsureInit,micInit,call
0x020051a4,ndsRendererHardwareConvertTexel01Ci4Direct.isra.0,ndsRendererHardwareGetCi4Indices.part.0,call
0x020051d4,ndsRendererHardwareConvertTexel01Ci4Direct.isra.0,ndsRendererHardwareGetCi4Indices.part.0,call
0x02005264,ndsRendererHardwareConvertTexel01Ci4Direct.isra.0,ndsRendererHardwareTextureAddressCoord.part.0,call
0x02005300,ndsRendererHardwareConvertTexel01Ci4Direct.isra.0,ndsRendererHardwareTextureAddressCoord.part.0,call
0x02005348,ndsRendererHardwareConvertTexel01Ci4Direct.isra.0,ndsRendererHardwareBuildCi4RepresentativeMap,call
0x02005360,ndsRendererHardwareConvertTexel01Ci4Direct.isra.0,ndsRendererHardwareBuildCi4RepresentativeMap,call
0x02005438,ndsRendererHardwareConvertTexel01Ci4Direct.isra.0,ndsRendererHardwareTextureAddressCoord.part.0,call
0x0200553c,ndsRendererHardwareConvertTexel01Ci4Direct.isra.0,ndsRendererHardwareTextureAddressCoord.part.0,call
0x0200558c,ndsRendererHardwareConvertTexel01Ci4Direct.isra.0,ndsRendererHardwareTextureAddressCoord.part.0,call
0x02005690,ndsRendererHardwareConvertTexel01Ci4Direct.isra.0,ndsRendererHardwareTextureAddressCoord.part.0,call
0x02005aa0,ndsRendererHardwareConvertTexel01Ci4Direct.isra.0,memcpy,call
0x02005c14,ndsSObjDrawOpaqueWallpaperFinal.constprop.0,__muldi3,call
0x02005c3e,ndsSObjDrawOpaqueWallpaperFinal.constprop.0,__muldi3,call
0x02005cbc,ndsSObjDrawOpaqueWallpaperFinal.constprop.0,__aeabi_uidivmod,call
0x02005dfe,ndsSObjDrawOpaqueWallpaperFinal.constprop.0,__aeabi_uidivmod,call
0x02005f08,ndsSObjDrawOpaqueWallpaperFinal.constprop.0,armDCacheFlush,call
0x02005fbe,ndsSObjDrawOpaqueWallpaperFinal.constprop.0,memset,call
0x02006040,ndsWhispyAOTStructFuncRunLean.isra.0,lbParticleUpdateStruct.part.0,call
0x02006280,ndsWhispyAOTStructFuncRunLean.isra.0,__aeabi_fsub,call
0x0200628c,ndsWhispyAOTStructFuncRunLean.isra.0,__mulsf3,call
0x02006294,ndsWhispyAOTStructFuncRunLean.isra.0,__aeabi_fadd,call
0x02006488,ndsWhispyAOTStructFuncRunLean.isra.0,__aeabi_fsub,call
0x020064c0,ndsWhispyAOTStructFuncRunLean.isra.0,__mulsf3,call
0x020064d4,ndsWhispyAOTStructFuncRunLean.isra.0,__mulsf3,call
0x020064e8,ndsWhispyAOTStructFuncRunLean.isra.0,__mulsf3,call
0x020064fc,ndsWhispyAOTStructFuncRunLean.isra.0,__aeabi_fadd,call
0x0200650c,ndsWhispyAOTStructFuncRunLean.isra.0,__aeabi_fadd,call
0x0200651c,ndsWhispyAOTStructFuncRunLean.isra.0,__aeabi_fadd,call
0x02006570,ndsWhispyAOTStructFuncRunLean.isra.0,ndsWhispyAOTAdvanceBytecode.isra.0,call
0x02006598,ndsWhispyAOTStructFuncRunLean.isra.0,ndsWhispyAOTEjectStruct,call
0x020066bc,__aeabi_cfcmple,__nesf2,call
0x020066d4,__nds_task9_libgcc_fcmpeq_golden,__aeabi_cfcmple,call
0x020066ec,__nds_task16_libgcc_fcmplt_golden,__aeabi_cfcmple,call
0x02006704,__nds_task16_libgcc_fcmple_golden,__aeabi_cfcmple,call
0x0200671c,__nds_task16_libgcc_fcmpge_golden,__aeabi_cfrcmple,call
0x02006734,__nds_task16_libgcc_fcmpgt_golden,__aeabi_cfrcmple,call
0x020067a2,ndsPlatformPrintDebugLine,vsniprintf,call
0x020067b4,ndsPlatformPrintDebugLine,iprintf,call
0x020067fc,ndsPlatformRenderBattlePlayerText,ndsPlatformPrintDebugLine,call
0x02006814,ndsPlatformRenderBattlePlayerText,ndsPlatformPrintDebugLine,call
0x02006828,ndsPlatformRenderBattlePlayerText,ndsPlatformPrintDebugLine,call
0x02006842,ndsPlatformRenderBattlePlayerText,ndsPlatformPrintDebugLine,call
0x0200684e,ndsPlatformRenderBattlePlayerText,ndsPlatformPrintDebugLine,call
0x02006856,ndsPlatformRenderBattlePlayerText,ndsPlatformPrintDebugLine,call
0x02006874,ndsPlatformRenderBattlePlayerText,ndsPlatformPrintDebugLine,call
0x02006880,ndsPlatformRenderBattlePlayerText,ndsPlatformPrintDebugLine,call
0x02006982,ndsPlatformFastWallpaperResetInternal,memset,call
0x0200698e,ndsPlatformFastWallpaperResetInternal,memset,call
0x020069a0,ndsPlatformFastWallpaperResetInternal,ndsPlatformFastWallpaperQueueIdentity,call
0x020069ca,ndsPlatformInit,cpuStartTiming,call
0x020069da,ndsPlatformInit,irqSet,call
0x02006a18,ndsPlatformInit,ndsIFCommonNativeOamInit,call
0x02006a1c,ndsPlatformInit,glInit,call
0x02006a7e,ndsPlatformInit,bgInit_call,call
0x02006a92,ndsPlatformInit,bgInit_call,call
0x02006ad6,ndsPlatformInit,bgIsText,call
0x02006bde,ndsPlatformInit,consoleInit,call
0x02006be4,ndsPlatformInit,iprintf,call
0x02006c22,ndsPlatformInit,__sassert,call
0x02006c34,ndsPlatformInit,__sassert,call
0x02006d1a,ndsPlatformReadInput,scanKeys,call
0x02006d1e,ndsPlatformReadInput,keysHeld,call
0x02006dd0,ndsPlatformBeginOriginalSpritePreview,memset,call
0x0200705a,ndsPlatformCommitOriginalSpritePreviewLayer,__udivsi3,call
0x0200706a,ndsPlatformCommitOriginalSpritePreviewLayer,__udivsi3,call
0x020071b0,ndsPlatformCommitOriginalSpritePreviewLayer,memcpy,call
0x020072d0,ndsPlatformCommitOriginalSpritePreview,ndsPlatformCommitOriginalSpritePreviewLayer,call
0x02007350,ndsPlatformClearOriginalSpriteOverlayLayer,ndsPlatformFastWallpaperResetInternal,call
0x02007484,ndsPlatformSetOriginalSpriteOverlayLayerMask,ndsPlatformFastWallpaperResetInternal,call
0x020074de,ndsPlatformSetOriginalSpriteOverlayLayerMask,ndsPlatformClearOriginalSpriteOverlayLayer,call
0x020074e6,ndsPlatformSetOriginalSpriteOverlayLayerMask,ndsPlatformClearOriginalSpriteOverlayLayer,call
0x0200755e,ndsPlatformSetOriginalSpriteOverlayEnabled,ndsPlatformSetOriginalSpriteOverlayLayerMask,call
0x0200759c,ndsPlatformFastWallpaperCanSeed,ndsPlatformFastWallpaperResetInternal,call
0x020075ce,ndsPlatformFastWallpaperBeginSeed,ndsPlatformFastWallpaperCanSeed,call
0x02007718,ndsPlatformFastWallpaperFinishSeed,ndsPlatformFastWallpaperQueueIdentity,call
0x02007a46,ndsPlatformFastWallpaperQueueTransform,__muldi3,call
0x02007aaa,ndsPlatformFastWallpaperQueueTransform,__muldi3,call
0x02007be8,ndsPlatformFastWallpaperQueueTransform,ndsPlatformFastWallpaperResetInternal,call
0x02007faa,ndsPlatformFastWallpaperReset,ndsPlatformFastWallpaperResetInternal,call
0x02007fd0,ndsPlatformClearOriginalSpritePreview,memset,call
0x02007fda,ndsPlatformClearOriginalSpritePreview,memset,call
0x02008092,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x0200809a,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020080a2,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020080aa,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020080b2,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020080ba,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020080c2,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020080ca,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020080d2,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020080da,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020080e2,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020080ea,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020080f2,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020080fa,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x02008102,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x0200810a,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x02008112,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x0200811a,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x02008122,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x0200812a,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x02008132,ndsPlatformPublishBattleFrameCompleteGroups,armDCacheFlush,call
0x020081a2,ndsPlatformClearBattleTextHud,consoleClear,call
0x020081ec,ndsPlatformRenderDebugHud,cpuGetTiming,call
0x02008240,ndsPlatformRenderDebugHud,__muldi3,call
0x02008262,ndsPlatformRenderDebugHud,__muldi3,call
0x020082a6,ndsPlatformRenderDebugHud,armDCacheFlush,call
0x020082ae,ndsPlatformRenderDebugHud,armDCacheFlush,call
0x020082b6,ndsPlatformRenderDebugHud,armDCacheFlush,call
0x020082be,ndsPlatformRenderDebugHud,armDCacheFlush,call
0x020082e2,ndsPlatformRenderDebugHud,__udivsi3,call
0x020082f0,ndsPlatformRenderDebugHud,__udivsi3,call
0x02008306,ndsPlatformRenderDebugHud,__udivsi3,call
0x0200833a,ndsPlatformRenderDebugHud,memcpy,call
0x020083ba,ndsPlatformRenderDebugHud,__udivsi3,call
0x02008484,ndsPlatformRenderDebugHud,armDCacheFlush,call
0x0200848c,ndsPlatformRenderDebugHud,armDCacheFlush,call
0x02008494,ndsPlatformRenderDebugHud,armDCacheFlush,call
0x0200849c,ndsPlatformRenderDebugHud,armDCacheFlush,call
0x020084a0,ndsPlatformRenderDebugHud,consoleClear,call
0x020084a8,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x020084ba,ndsPlatformRenderDebugHud,memset,call
0x020084c4,ndsPlatformRenderDebugHud,memset,call
0x020084d6,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x020084e2,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x020084ea,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x020084f2,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x020084fc,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x02008536,ndsPlatformRenderDebugHud,__udivsi3,call
0x020085c6,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x020085da,ndsPlatformRenderDebugHud,ndsPlatformRenderBattlePlayerText,call
0x020085ec,ndsPlatformRenderDebugHud,ndsPlatformRenderBattlePlayerText,call
0x02008604,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x0200862c,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x0200863e,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x0200864c,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x02008668,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x02008684,ndsPlatformRenderDebugHud,__aeabi_uidivmod,call
0x0200868e,ndsPlatformRenderDebugHud,__udivsi3,call
0x02008698,ndsPlatformRenderDebugHud,__aeabi_uidivmod,call
0x020086a2,ndsPlatformRenderDebugHud,__udivsi3,call
0x020086b0,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x020086be,ndsPlatformRenderDebugHud,__aeabi_uidivmod,call
0x020086c8,ndsPlatformRenderDebugHud,__udivsi3,call
0x020086d4,ndsPlatformRenderDebugHud,ndsPlatformPrintDebugLine,call
0x02008850,ndsPlatformEndFrame,ndsRendererHardwareConsumeSubmittedFrame,call
0x02008860,ndsPlatformEndFrame,cpuGetTiming,call
0x02008872,ndsPlatformEndFrame,threadIrqWait,call
0x0200887c,ndsPlatformEndFrame,cpuGetTiming,call
0x020088b8,ndsPlatformEndFrame,bgIsText,call
0x020088fa,ndsPlatformEndFrame,ndsRendererHardwareCommitPendingTextureRefreshes,call
0x020088fe,ndsPlatformEndFrame,ndsIFCommonNativeOamCommit,call
0x0200893c,ndsPlatformEndFrame,cpuGetTiming,call
0x02008948,ndsPlatformEndFrame,cpuGetTiming,call
0x02008972,ndsPlatformEndFrame,threadIrqWait,call
0x02008982,ndsPlatformEndFrame,threadIrqWait,call
0x02008996,ndsPlatformEndFrame,__sassert,call
0x02008a8e,ndsIFCommonBilerpPremultipliedRgba,__muldi3,call
0x02008af2,ndsIFCommonBilerpPremultipliedRgba,__muldi3,call
0x02008b02,ndsIFCommonBilerpPremultipliedRgba,__muldi3,call
0x02008d5c,ndsIFCommonReadTrafficRgba,ndsIFCommonReadI8,call
0x02008d88,ndsIFCommonReadTrafficRgba,__udivsi3,call
0x02008da6,ndsIFCommonReadTrafficRgba,__udivsi3,call
0x02008dbe,ndsIFCommonReadTrafficRgba,__udivsi3,call
0x02008e5a,ndsIFCommonSampleI8Q8,ndsIFCommonReadI8,call
0x02008e74,ndsIFCommonSampleI8Q8,ndsIFCommonReadI8,call
0x02008e90,ndsIFCommonSampleI8Q8,ndsIFCommonReadI8,call
0x02008eea,ndsIFCommonSampleI8Q8,ndsIFCommonReadI8,call
0x02008f48,ndsIFCommonPremultipliedIntensity,__udivsi3,call
0x02008f56,ndsIFCommonPremultipliedIntensity,__udivsi3,call
0x02008f68,ndsIFCommonPremultipliedIntensity,__udivsi3,call
0x02008f7c,ndsIFCommonPremultipliedIntensity,__udivsi3,call
0x02009092,ndsIFCommonFillCloudAtlas,memset,call
0x0200912e,ndsIFCommonFillCloudAtlas,ndsIFCommonSampleI8Q8,call
0x02009150,ndsIFCommonFillCloudAtlas,__udivsi3,call
0x02009192,ndsIFCommonFillCloudAtlas,ndsIFCommonSampleI8Q8,call
0x0200929a,ndsIFCommonReadRgba32,memcpy,call
0x020093dc,ndsIFCommonDecodePixel,memcpy,call
0x02009476,ndsIFCommonDecodePixel,__udivsi3,call
0x02009498,ndsIFCommonDecodePixel,__udivsi3,call
0x020094bc,ndsIFCommonDecodePixel,__udivsi3,call
0x0200955a,ndsIFCommonDecodePixel,ndsIFCommonPremultipliedIntensity,call
0x020095f6,ndsIFCommonMatrixForScale,oamRotateScale,call
0x02009658,ndsIFCommonFillTrafficAtlas,memset,call
0x02009758,ndsIFCommonFillTrafficAtlas,ndsIFCommonReadTrafficRgba,call
0x02009774,ndsIFCommonFillTrafficAtlas,ndsIFCommonReadTrafficRgba,call
0x02009792,ndsIFCommonFillTrafficAtlas,ndsIFCommonReadTrafficRgba,call
0x020097ae,ndsIFCommonFillTrafficAtlas,ndsIFCommonReadTrafficRgba,call
0x020097c8,ndsIFCommonFillTrafficAtlas,ndsIFCommonBilerpPremultipliedRgba,call
0x020097dc,ndsIFCommonFillTrafficAtlas,__udivsi3,call
0x020097ec,ndsIFCommonFillTrafficAtlas,__udivsi3,call
0x02009806,ndsIFCommonFillTrafficAtlas,__udivsi3,call
0x020098e2,ndsIFCommonFillTrafficAtlas,ndsIFCommonReadTrafficRgba,call
