pc,whole_instructions,m80prof_instructions,m80gate_instructions
0x0206c3f8,13929,730,730
0x0206c45c,79367,4174,4175
0x0206c486,48904,2560,2560
0x0206c48e,48904,2560,2560
0x0206c494,48904,2560,2560
0x0206c648,3036,160,160
0x0206c64c,3036,160,160
0x0206c69a,3037,160,160
0x0206c924,3200,160,160
0x0206c932,3200,160,160
0x0206cb5e,79,9,16
0x0206cb64,79,9,16
0x0206cb6e,79,9,16
0x0206cb76,3036,160,160
0x0206cb7e,3036,160,160
0x0206cb88,3036,160,160
0x0206cba4,3036,160,160
0x0206cbb6,211,9,11
0x0206cc2a,3036,160,160
0x0206cc32,3036,160,160
0x0206cc48,3036,160,160
0x0206cf60,3036,160,160
0x0206cf9e,99,11,18
0x0206d0aa,3087,159,159
0x0206d0c0,3087,159,159
0x0206d0ce,3087,159,159
0x0206d0d6,3087,159,159
0x0206d0f0,3087,159,159
0x0206d0f8,3087,159,159
0x0206d112,142,0,0
0x0206d12e,142,0,0
0x0206d160,112,0,0
0x0206d18a,2663,133,137
0x0206d198,2663,133,137
0x0206d1a0,2663,133,137
0x0207e9e0,4644,718,1730
0x0207e9f4,4644,718,1730
0x0207e9fc,4644,718,1730
0x0207ea04,4644,718,1730
0x0207ea0c,4644,718,1730
0x0207ea14,4644,718,1730
0x0207ea1c,4644,718,1730
0x0207ea26,4644,718,1730
0x0207ea32,4644,718,1730
0x0207ea4a,4644,718,1730
0x0207ea52,4644,718,1730
0x0207ea5c,4644,718,1730
0x0207ea64,4644,718,1730
0x0207ea70,4644,718,1730
0x0207ea7a,4644,718,1730
0x0207ea82,4644,718,1730
0x0207ea8e,4644,718,1730
0x0207ea9a,4644,718,1730
0x0207eaa2,4644,718,1730
0x0207eaac,4644,718,1730
0x0207eab4,4644,718,1730
0x0207eac0,4644,718,1730
0x0207eaca,4644,718,1730
0x0207ead2,4644,718,1730
0x0207eade,4644,718,1730
0x0207eaee,4644,718,1730
0x0207eafa,537,52,150
0x0207eb04,537,52,150
0x0207eb0e,537,52,150
0x0207eb1e,4644,718,1730
0x0207eb2a,537,52,150
0x0207eb34,537,52,150
0x0207eb3e,537,52,150
0x0207eb4e,4644,718,1730
0x0207eb5a,553,54,164
0x0207eb64,553,54,164
0x0207eb6e,553,54,164
0x0207ee98,4842,1172,3501
0x0207eeb2,4842,1172,3501
0x0207eebc,4842,1172,3501
0x0207eec4,4842,1172,3501
0x0207eece,4842,1172,3501
0x0207eed6,4842,1172,3501
0x0207eedc,4842,1172,3501
0x0207eee6,4842,1172,3501
0x0207eef0,4842,1172,3501
0x0207eef8,4842,1172,3501
0x0207ef02,4842,1172,3501
0x0207ef0a,4842,1172,3501
0x0207ef10,4842,1172,3501
0x0207ef1a,4842,1172,3501
0x0207ef24,4842,1172,3501
0x0207ef2c,4842,1172,3501
0x0207ef36,4842,1172,3501
0x0207ef3e,4842,1172,3501
0x0207ef44,4842,1172,3501
0x0207ef5c,2739,594,1436
0x0207ef68,2739,594,1436
0x0207ef72,2739,594,1436
0x0207ef7a,2739,594,1436
0x0207ef84,2739,594,1436
0x0207ef8c,2739,594,1436
0x0207ef96,2739,594,1436
0x0207efa0,2739,594,1436
0x0207efa8,2739,594,1436
0x0207efb2,2739,594,1436
0x0207efba,2739,594,1436
0x0207efc4,2739,594,1436
0x0207efce,2739,594,1436
0x0207efd6,2739,594,1436
0x0207efe0,2739,594,1436
0x0207efe8,2739,594,1436
0x0207eff2,2739,594,1436
0x0207effc,2739,594,1436
0x0207f004,2739,594,1436
0x0207f00e,2739,594,1436
0x0207f016,2739,594,1436
0x0207f020,2739,594,1436
0x0207f02a,2739,594,1436
0x0207f032,2739,594,1436
0x0207f03c,2739,594,1436
0x0207f044,2739,594,1436
0x0207f04e,2739,594,1436
0x0207f058,2739,594,1436
0x0207f060,2739,594,1436
0x0207f06a,2739,594,1436
0x0207f072,2739,594,1436
0x0207f07c,2739,594,1436
0x0207f086,2739,594,1436
0x0207f08e,2739,594,1436
0x0207f098,2739,594,1436
0x0207f0a0,2739,594,1436
0x0207f0aa,2739,594,1436
0x0207f0b4,2739,594,1436
0x0207f0bc,2739,594,1436
0x0207f0c6,2739,594,1436
0x0207f0ce,2739,594,1436
0x0207f0d8,2739,594,1436
0x0207f0e2,2739,594,1436
0x0207f0ea,2739,594,1436
0x0207f0f4,2739,594,1436
0x0207f0fc,2739,594,1436
0x0207f106,2739,594,1436
0x0207f110,2739,594,1436
0x0207f118,2739,594,1436
0x0207f122,2739,594,1436
0x0207f12a,2739,594,1436
0x0207f130,2739,594,1436
0x0207f13a,2739,594,1436
0x0207f144,2739,594,1436
0x0207f14c,2739,594,1436
0x0207f156,2739,594,1436
0x0207f15e,2739,594,1436
0x0207f164,2739,594,1436
0x0207f16e,2739,594,1436
0x0207f178,2739,594,1436
0x0207f180,2739,594,1436
0x0207f18a,2739,594,1436
0x0207f192,2739,594,1436
0x0207f198,2739,594,1436
0x0207f1a0,1413,338,867
0x0207f1b6,1413,338,867
0x0207f1c0,1413,338,867
0x0207f1c8,1413,338,867
0x0207f1d4,1413,338,867
0x0207f1de,1413,338,867
0x0207f1e6,1413,338,867
0x0207f1f2,1413,338,867
0x0207f1fc,1413,338,867
0x0207f204,1413,338,867
0x0207f210,1413,338,867
0x0207f21a,1413,338,867
0x0207f222,1413,338,867
0x0207f230,1413,338,867
0x0207f238,1413,338,867
0x0207f244,1413,338,867
0x0207f24e,1413,338,867
0x0207f256,1413,338,867
0x0207f262,1413,338,867
0x0207f26c,1413,338,867
0x0207f274,1413,338,867
0x0207f280,1413,338,867
0x0207f28a,1413,338,867
0x0207f292,1413,338,867
0x0207f2a2,1413,338,867
0x0207f2ac,1413,338,867
0x0207f2b4,1413,338,867
0x0207f2be,1413,338,867
0x0207f2c6,1413,338,867
0x0207f2d2,1413,338,867
0x0207f2dc,1413,338,867
0x0207f2e4,1413,338,867
0x0207f2f0,1413,338,867
0x0207f2fa,1413,338,867
0x0207f302,1413,338,867
0x0207f30e,1413,338,867
0x0207f318,1413,338,867
0x0207f320,1413,338,867
0x0207f32c,1413,338,867
0x0207f33a,1413,338,867
0x0207f342,1413,338,867
0x0207f34c,1413,338,867
0x0207f354,1413,338,867
0x0207f360,1413,338,867
0x0207f36a,1413,338,867
0x0207f372,1413,338,867
0x0207f380,1413,338,867
0x0207f38e,1413,338,867
0x0207f3be,1413,338,867
0x0207f3da,1413,338,867
0x0207f3e4,1413,338,867
0x0207f3ee,1413,338,867
0x0207f3f8,1413,338,867
0x0207f402,1413,338,867
0x0207f40c,1413,338,867
0x0207f416,1413,338,867
0x0207f420,1413,338,867
0x0207f42a,1413,338,867
0x0207f434,1413,338,867
0x0207f43e,1413,338,867
0x0207f448,1413,338,867
0x0207f452,1413,338,867
0x0207f594,1546,347,881
0x0207f5a0,1546,347,881
0x0207f62c,2739,594,1436
0x0207f654,2076,417,1030
0x0207f72a,210,34,81
0x0207f734,2706,672,1913
0x0207f74c,1413,338,867
0x0207f756,1413,338,867
0x0207f75e,1413,338,867
0x0207f76a,1413,338,867
0x0207f772,1413,338,867
0x0207f776,1413,338,867
0x0207f784,1413,338,867
0x0207f78e,1413,338,867
0x0207f796,1413,338,867
0x0207f7a2,1413,338,867
0x0207f7aa,1413,338,867
0x0207f7ae,1413,338,867
0x0207f7bc,1413,338,867
0x0207f7c6,1413,338,867
0x0207f7ce,1413,338,867
0x0207f7da,1413,338,867
0x0207f7e2,1413,338,867
0x0207f7e6,1413,338,867
0x0207f7fc,1209,124,296
0x0207f80e,1209,124,296
0x0207f836,2358,267,619
0x0207f84a,5771,599,1509
0x0207f854,5771,599,1509
0x0207f85c,5771,599,1509
0x0207f868,5771,599,1509
0x0207f870,5771,599,1509
0x0207f876,5771,599,1509
0x0207f880,5771,599,1509
0x0207f88a,5771,599,1509
0x0207f892,5771,599,1509
0x0207f89c,5771,599,1509
0x0207f8a4,5771,599,1509
0x0207f8aa,5771,599,1509
0x0207f8b4,5771,599,1509
0x0207f8be,5771,599,1509
0x0207f8c6,5771,599,1509
0x0207f8d0,5771,599,1509
0x0207f8d8,5771,599,1509
0x0207f8de,5771,599,1509
0x0207f914,8,4,8
0x0207fa50,2702,672,1912
0x0207fa6e,2702,672,1912
0x0207fa74,2702,672,1912
0x0207fa7e,2702,672,1912
0x0207fa84,2702,672,1912
0x0207fa8e,2702,672,1912
0x0207fa94,2702,672,1912
0x0207facc,2103,488,1564
0x0207fae6,2103,488,1564
0x0207fafe,2103,488,1564
0x0207fb0a,2103,488,1564
0x0207fb16,2103,488,1564
0x0207fb20,2103,488,1564
0x0207fb2a,2103,488,1564
0x0207fb34,2103,488,1564
0x0207fb48,2103,488,1564
0x0207fb56,2103,488,1564
0x0207fb6e,2103,488,1564
0x0207fb7e,2103,488,1564
0x0207fb8e,2103,488,1564
0x0207fb9c,2103,488,1564
0x0207fbae,391,116,252
0x0207fbbc,993,241,686
0x0207fbcc,2040,468,1538
0x0207fbd6,2040,468,1538
0x0207fbe0,2040,468,1538
0x0207fc04,3,2,2
0x0207fc0a,3,2,2
0x0207fc12,3,2,2
0x0207fc18,3,2,2
0x0207fc22,3,2,2
0x0207fc28,3,2,2
0x0207fc32,3,2,2
0x0207fc8c,1712,372,1312
0x0207fc9a,1110,247,878
0x0207fcb8,90,24,38
0x0207fcc6,90,24,38
0x0207fcd6,68,13,19
0x0207fce4,68,13,19
0x0207fcf4,4,0,1
0x0207fcfa,4,0,1
0x0207fd04,4,0,1
0x0207fd0c,4,0,1
0x0207fd16,4,0,1
0x0207fd1e,4,0,1
0x0207fd30,4,0,1
0x0207fd5a,1,0,0
0x0207fd84,8,2,4
0x0207fd8a,8,2,4
0x0207fd92,8,2,4
0x0207fd98,8,2,4
0x0207fda4,8,2,4
0x0207fdaa,8,2,4
0x0207fdb4,8,2,4
0x0207fdca,6,2,4
0x0207fe06,10,0,4
0x0207fe0c,10,0,4
0x0207fe14,10,0,4
0x0207fe1a,10,0,4
0x0207fe26,10,0,4
0x0207fe2c,10,0,4
0x0207fe36,10,0,4
0x0207fe4c,5,0,3
0x0207fe80,8,1,4
0x0207fe86,8,1,4
0x0207fe8e,8,1,4
0x0207fe94,8,1,4
0x0207fe9e,8,1,4
0x0207fea4,8,1,4
0x0207feae,8,1,4
0x0207fec2,4,0,2
0x0207feda,3,2,2
0x0207fee8,3,2,2
0x0207ff00,9,0,5
0x0207ff24,8,1,3
0x0207ff38,11,1,3
0x0207ff52,5,0,1
0x0207ff72,1,0,1
0x0207ffa8,599,184,348
0x0207ffb6,599,184,348
0x0207ffc4,599,184,348
0x0207ffd2,368,108,222
0x0207ffe0,216,50,112
0x0207ffee,216,50,112
0x0207fffc,147,40,78
0x0208000a,63,23,38
0x02080018,63,23,38
0x02080026,42,14,28
0x0208006c,22,11,19
0x0208008a,6,2,4
0x020800a0,2,0,0
0x020800ba,2,0,0
0x020800e0,4,0,1
0x020800fe,4,0,1
0x02080104,4,0,1
0x02080110,4,0,1
0x02080116,4,0,1
0x02080122,4,0,1
0x02080128,4,0,1
0x02080144,4,0,1
0x020801d8,4,0,1
0x020801ea,4,0,1
0x020801f6,4,0,1
0x02080206,4,0,1
0x02080210,4,0,1
0x0208021a,4,0,1
0x02080224,4,0,1
0x0208022e,4,0,1
0x02080238,4,0,1
0x02080248,4,0,1
0x02080256,4,0,1
0x02080262,4,0,1
0x0208026c,4,0,1
0x02080278,4,0,1
0x02080284,4,0,1
0x02080290,4,0,1
0x0208029c,4,0,1
0x020802a8,4,0,1
0x020802b2,4,0,1
0x020802ba,4,0,1
0x020802c4,4,0,1
0x020802cc,4,0,1
0x020802d4,4,0,1
0x020802e0,4,0,1
0x020802ea,4,0,1
0x020802f2,4,0,1
0x020802fc,4,0,1
0x02080304,4,0,1
0x0208030e,4,0,1
0x02080318,4,0,1
0x02080320,4,0,1
0x0208032a,4,0,1
0x02080332,4,0,1
0x0208033a,4,0,1
0x02080342,4,0,1
0x0208034e,4,0,1
0x02080356,4,0,1
0x02080362,4,0,1
0x02080374,4,0,1
0x020803ea,4,0,1
0x020803f0,4,0,1
0x020803f6,4,0,1
0x020803fe,4,0,1
0x02080406,4,0,1
0x0208040c,4,0,1
0x02080416,4,0,1
0x02080424,4,0,1
0x02080430,4,0,1
0x0208043e,4,0,1
0x02080be0,499,84,223
0x02080bf4,499,84,223
0x02080c08,499,84,223
0x02080c18,499,84,223
0x02080c32,499,84,223
0x02080c40,362,53,158
0x02080c4c,362,53,158
0x02080c54,362,53,158
0x02080c66,362,53,158
0x02080c6e,362,53,158
0x02080c80,320,50,142
0x02080c88,320,50,142
0x02080c94,210,19,38
0x02080c9e,210,19,38
0x02080caa,210,19,38
0x02080cb2,210,19,38
0x02080cbe,210,19,38
0x02080cce,210,19,38
0x02080cd6,210,19,38
0x02080ce8,172,17,26
0x02080cf0,172,17,26
0x02080cfe,137,31,65
0x02080d1a,137,31,65
0x02080d22,137,31,65
0x02080d34,136,31,64
0x02080d3c,136,31,64
0x02080d4e,132,31,61
0x02080d56,132,31,61
0x02080d6c,339,36,59
0x02080d84,339,36,59
0x02080da4,339,36,59
0x02080db4,339,36,59
0x02080dce,339,36,59
0x02080ddc,339,36,59
0x02080de8,289,28,51
0x02080df0,289,28,51
0x02080e02,61,10,31
0x02080e0a,61,10,31
0x02080e1c,44,9,26
0x02080e24,44,9,26
0x02080e3a,304,27,38
0x02080e44,304,27,38
0x02080e50,255,19,30
0x02080e58,255,19,30
0x02080e64,30,1,10
0x02080e74,30,1,10
0x02080e7c,30,1,10
0x02080e8e,12,1,6
0x02080e96,12,1,6
0x020810bc,44,2,8
0x020810d4,44,2,8
0x02081100,36,0,2
0x0208110a,36,0,2
0x02081122,36,0,2
0x02081128,36,0,2
0x02081132,36,0,2
0x02081140,5,0,0
0x0208114a,5,0,0
0x02081154,36,0,2
0x0208116e,36,0,2
0x0208117a,36,0,2
0x020812b0,8,2,6
0x020812bc,8,2,6
0x020812c6,8,2,6
0x020812d0,8,2,6
0x020812dc,1,0,1
0x0208132c,31,0,2
0x02081336,31,0,2
0x0208154c,44,2,8
0x0208159e,44,2,8
0x0208160c,344,89,194
0x02081640,344,89,194
0x0208164a,344,89,194
0x02081674,344,89,194
0x02081684,344,89,194
0x02081734,4,0,1
0x02081770,4,0,1
0x0208177a,4,0,1
0x020817ae,4,0,1
0x020817be,4,0,1
0x02081bf0,21,8,15
0x02081c12,3,1,2
0x02081c1a,3,1,2
0x02081c24,3,1,2
0x02081c2c,3,1,2
0x02081c36,3,1,2
0x02081c3e,3,1,2
0x02081c5a,21,8,15
0x02081c62,21,8,15
0x02081c6a,21,8,15
0x02081c76,21,8,15
0x02081c7e,21,8,15
0x02081c8c,21,8,15
0x02081c94,21,8,15
0x02082414,2358,583,1718
0x02082444,1065,249,672
0x02082450,2358,583,1718
0x0208246e,2358,583,1718
0x02082490,1065,249,672
0x020824cc,3200,160,160
0x020824f2,3200,160,160
0x02082500,3200,160,160
0x02082502,3200,160,160
0x02082506,3200,160,160
0x0208250a,3200,160,160
0x02082520,3200,160,160
0x02082536,3200,160,160
0x0208253e,3200,160,160
0x02082562,3200,160,160
0x0208256a,3200,160,160
0x0208258e,3200,160,160
0x02083aa4,512,32,22
0x02083ac0,1024,64,44
0x02083acc,1024,64,44
0x02083ad8,358,24,28
0x02083b30,358,24,28
0x02083b3c,351,24,28
0x02083b48,351,24,28
0x02083b4e,351,24,28
0x02083b56,351,24,28
0x02083b66,351,24,28
0x02083bc8,2,0,0
0x02083bd4,2,0,0
0x02083bde,2,0,0
0x02083bea,2,0,0
0x02083c24,2404,120,132
0x02083c4c,4,0,0
0x02083c58,4,0,0
0x02083cb4,108,2,2
0x02083cbe,108,2,2
0x02083cda,2,0,0
0x02083ce8,2,0,0
0x02083cf0,2,0,0
0x02083cfc,564,34,16
0x02083d2e,2,0,0
0x02083d48,32,2,1
0x02083d54,3116,160,160
0x02083d68,3116,160,160
0x02083d8e,28,1,1
0x02083d9e,14,0,1
0x02083dbc,3116,160,160
0x02083dd0,564,34,16
0x02083dd4,3116,160,160
0x02083de0,40,4,10
0x02083dea,2,0,1
0x02083e0a,2404,120,132
0x02083e2c,108,2,2
0x02083e44,3116,160,160
0x02083e94,42,2,2
0x02083eb4,2,0,0
0x02083ec0,2,0,0
0x02083eca,2,0,0
0x02083ed6,2,0,0
0x02083f18,44,4,11
0x02083f46,2,0,1
0x02083f4c,42,4,10
0x02083f58,3116,160,160
0x02083f74,50,2,0
0x02083f8c,2,0,0
0x02083f96,44,4,11
0x02083fb4,470,28,12
0x02083fc0,3116,160,160
0x02083ff0,28,1,1
0x02083ff6,28,1,1
0x02084024,25,1,1
0x0208402a,25,1,1
0x02084052,6,2,1
0x02084058,6,2,1
0x02084080,6,0,1
0x02084086,6,0,1
0x020840a8,3116,160,160
0x020840aa,3116,160,160
0x020840ae,3116,160,160
0x020840b2,3116,160,160
0x020840b6,3116,160,160
0x02084730,517,19,18
0x02084732,517,19,18
0x02084738,82,6,4
0x0208473e,82,6,4
0x02084746,82,6,4
0x02084766,82,6,4
0x0208477a,82,6,4
0x02084794,1181,48,31
0x02084798,1181,48,31
0x020847bc,31,2,1
0x020847f0,1184,48,31
0x020847f4,1184,48,31
0x02084800,1184,48,31
0x02084806,1184,48,31
0x02084810,34,2,1
0x02084818,34,2,1
0x02084840,2,0,0
0x02084846,2,0,0
0x02084860,32,2,1
0x02084866,32,2,1
0x0208487c,1183,48,31
0x02084880,1183,48,31
0x02084888,1183,48,31
0x02084894,1183,48,31
0x0208489e,1183,48,31
0x020848a8,1183,48,31
0x020848b2,1183,48,31
0x020848bc,1183,48,31
0x020848c6,1183,48,31
0x020848d0,1183,48,31
0x020848da,1183,48,31
0x020848e4,1183,48,31
0x020848ee,1183,48,31
0x020848f8,1183,48,31
0x02084902,1183,48,31
0x0208490c,1183,48,31
0x02084916,1183,48,31
0x02084920,1183,48,31
0x0208492a,1181,48,31
0x0208498c,508,17,17
0x02084990,508,17,17
0x020849a8,34,2,1
0x020849b0,258,9,2
0x020849b4,258,9,2
0x020849e6,258,9,2
0x020849f2,23,2,0
0x02084a00,235,7,2
0x02084a04,235,7,2
0x02084a2c,235,7,2
0x02084a3e,235,7,2
0x02084a50,235,7,2
0x02084a5c,139,5,1
0x02084a66,139,5,1
0x02084a70,139,5,1
0x02084a8a,139,5,1
0x02084a94,139,5,1
0x02084a9e,139,5,1
0x02084aa8,139,5,1
0x02084ab2,139,5,1
0x02084abc,139,5,1
0x02084ac8,235,7,2
0x02084ad2,235,7,2
0x02084adc,234,7,2
0x02084b5c,24,1,0
0x02084b64,24,1,0
0x02084b7e,24,1,0
0x02084b84,24,1,0
0x02084bd8,13,4,5
0x02084bda,13,4,5
0x02084bf4,539,18,17
0x02084bf8,539,18,17
0x02084c10,24,1,0
0x02084d8c,1819,66,51
0x02084d92,1819,66,51
0x02084f08,234,7,2
0x02084f0a,234,7,2
0x02085134,2018,75,54
0x02085138,2018,75,54
0x0208518e,2018,75,54
0x0208579c,24,4,10
0x020857a0,24,4,10
0x020857b0,24,4,10
0x020857ec,591,55,80
0x020857f0,591,55,80
0x020857f8,591,55,80
0x0208582a,1,0,1
0x02085834,8,1,1
0x02085846,8,1,1
0x0208584c,4,0,3
0x02085852,4,0,3
0x0208585a,4,0,3
0x0208586c,1203,67,43
0x02085876,1203,67,43
0x0208589e,24,5,3
0x020858a8,24,5,3
0x02085942,20,4,3
0x02085948,24,5,3
0x0208595c,20,4,2
0x02085964,20,4,2
0x020859ac,10,2,1
0x020859d8,4,1,0
0x02085b0c,2111,76,53
0x02085b10,2111,76,53
0x02085d34,33,2,2
0x02085d38,33,2,2
0x02085d90,2119,78,56
0x02085d94,2119,78,56
0x02085da0,2119,78,56
0x0208679c,1,0,1
0x020867a0,1,0,1
0x02086e48,57,2,2
0x02086e4e,57,2,2
0x02086e7e,2,0,0
0x02086ef8,36,3,4
0x02086f06,36,3,4
0x02086f12,36,3,4
0x02086f18,36,3,4
0x02086f20,36,3,4
0x02086f2c,36,3,4
0x02086f32,36,3,4
0x02086f3c,36,3,4
0x02086f48,36,3,4
0x02086f4c,36,3,4
0x02086f52,36,3,4
0x02086f58,36,3,4
0x02086f60,36,3,4
0x02086f84,36,3,4
0x02086f88,36,3,4
0x02086f8e,36,3,4
0x02086f98,36,3,4
0x02086ff8,487,33,4
0x02087006,487,33,4
0x0208700c,487,33,4
0x02087012,487,33,4
0x0208701e,487,33,4
0x02087024,487,33,4
0x0208702a,487,33,4
0x02087036,487,33,4
0x0208703c,487,33,4
0x02087042,487,33,4
0x0208704e,487,33,4
0x02087054,487,33,4
0x0208705a,487,33,4
0x02087066,487,33,4
0x0208706c,487,33,4
0x02087072,487,33,4
0x0208707e,487,33,4
0x02087084,487,33,4
0x0208708a,487,33,4
0x02087158,29,1,4
0x0208715e,29,1,4
0x0208718a,7,1,4
0x020871bc,7,1,4
0x020871c2,7,1,4
0x020871d2,7,1,4
0x02087210,7,1,4
0x02087216,7,1,4
0x0208721c,7,1,4
0x02087222,7,1,4
0x02087228,7,1,4
0x0208722e,7,1,4
0x0208723a,7,1,4
0x0208724c,7,1,4
0x0208728c,29,2,0
0x0208729a,29,2,0
0x020872b6,29,2,0
0x020872e2,29,2,0
0x020872e8,29,2,0
0x02087354,29,2,0
0x0208735a,29,2,0
0x02087360,29,2,0
0x02087366,29,2,0
0x0208736c,29,2,0
0x02087372,29,2,0
0x02087384,29,2,0
0x020873c0,712,48,0
0x020873dc,29,2,0
0x02087402,451,30,0
0x02087418,29,2,0
0x0208746c,33,2,2
0x02087470,33,2,2
0x0208747c,33,2,2
0x02087486,33,2,2
0x02087490,33,2,2
0x0208749a,33,2,2
0x020874a4,33,2,2
0x020874ac,3,1,2
0x020874b4,3,1,2
0x020874c8,3,1,2
0x020874ce,3,1,2
0x020874e0,3,1,2
0x020874fa,3,1,2
0x0208751a,3,1,2
0x0208753c,2114,77,55
0x02087540,2114,77,55
0x02087560,3,1,2
0x02087690,22,0,0
0x02087694,22,0,0
0x0208769c,22,0,0
0x020876aa,22,0,0
0x020876b4,20,0,0
0x020876bc,2,0,0
0x020876cc,2,0,0
0x020876d2,2,0,0
0x020876ee,2,0,0
0x020876f4,2,0,0
0x0208770e,2,0,0
0x02087714,2,0,0
0x0208771c,6,0,2
0x02087722,6,0,2
0x02087740,6,0,2
0x0208774e,6,0,2
0x0208776e,4,0,2
0x02087784,2,0,0
0x02087798,2,0,0
0x0208779e,2,0,0
0x020877ec,29,2,0
0x020877f0,29,2,0
0x0208780e,29,2,0
0x0208782c,2,0,0
0x0208783a,27,2,0
0x02087a3c,33,2,2
0x02087a42,33,2,2
0x02087ccc,66,3,13
0x02087cd4,66,3,13
0x02087ce6,66,3,13
0x02087cfc,66,3,13
0x02087d28,22,1,8
0x02087d40,44,2,5
0x02087d44,44,2,5
0x02087d4c,44,2,5
0x02087d58,44,2,5
0x02087d66,44,2,5
0x02087d72,44,2,5
0x02087d84,1190,62,40
0x02087db0,2112,76,53
0x02087db6,2111,76,53
0x02087dbe,2111,76,53
0x02087dec,22,2,0
0x02087e00,22,2,0
0x02087e0a,22,2,0
0x02087ee0,33,2,2
0x02087ee6,33,2,2
0x02087f7c,408,23,28
0x02087f80,408,23,28
0x02087f8c,404,23,28
0x02087f96,394,20,26
0x020880e8,22,1,8
0x020880ee,22,1,8
0x020880f8,22,1,8
0x0208811a,22,1,8
0x02088132,22,1,8
0x0208813a,22,1,8
0x02088140,22,1,8
0x02088146,22,1,8
0x0208814e,22,1,8
0x02088154,22,1,8
0x020881a0,4,0,0
0x020881a6,4,0,0
0x020881ba,4,0,0
0x020881d0,4,0,0
0x020881d8,72,8,7
0x020881dc,72,8,7
0x020881e8,72,8,7
0x020881f2,70,7,6
0x020881f8,547,18,18
0x020881fe,547,18,18
0x02088206,547,18,18
0x0208822a,4,0,0
0x0208823c,4,0,0
0x02088242,4,0,0
0x02088284,125,1,2
0x02088288,125,1,2
0x02088290,125,1,2
0x020882dc,33,2,2
0x020882e2,33,2,2
0x02088358,121,1,1
0x0208835e,121,1,1
0x02088392,4,1,0
0x0208839a,4,1,0
0x020883aa,4,1,0
0x020883b0,4,1,0
0x020883d8,40,1,0
0x020883dc,40,1,0
0x020883e8,36,1,0
0x020883ec,36,1,0
0x020883f8,36,1,0
0x02088402,36,1,0
0x0208840c,36,1,0
0x02088416,36,1,0
0x02088420,36,1,0
0x0208842a,36,1,0
0x02088434,36,1,0
0x0208843e,36,1,0
0x02088448,36,1,0
0x02088452,36,1,0
0x0208845c,36,1,0
0x02088466,36,1,0
0x02088470,36,1,0
0x0208847a,36,1,0
0x02088484,36,1,0
0x0208848e,36,1,0
0x02088494,6,0,1
0x0208849a,6,0,1
0x020884ae,6,0,1
0x020884b4,6,0,1
0x02088500,1709,65,49
0x02088504,1709,65,49
0x02088518,6,0,1
0x02088520,85,0,2
0x02088524,17,1,0
0x0208852a,17,1,0
0x02088588,4,0,0
0x0208858c,4,0,0
0x02088598,4,0,0
0x020885a2,4,0,0
0x020885ac,4,0,0
0x020885b6,4,0,0
0x020885c0,4,0,0
0x020885ca,4,0,0
0x020885d4,4,0,0
0x020885de,4,0,0
0x020885e8,4,0,0
0x020885f2,4,0,0
0x020885fc,4,0,0
0x02088606,4,0,0
0x02088610,4,0,0
0x02088640,89,0,2
0x02088646,89,0,2
0x0208865e,4,0,1
0x02088670,4,0,1
0x02088676,4,0,1
0x0208868c,89,0,2
0x02088690,89,0,2
0x0208869c,89,0,2
0x020886a6,89,0,2
0x020886b0,89,0,2
0x020886ba,89,0,2
0x020886c4,89,0,2
0x020886ce,89,0,2
0x020886d8,89,0,2
0x020886e2,89,0,2
0x020886ec,89,0,2
0x020886f6,89,0,2
0x02088700,89,0,2
0x0208870a,89,0,2
0x02088714,89,0,2
0x0208871e,89,0,2
0x02088728,89,0,2
0x02088732,89,0,2
0x0208873c,89,0,2
0x02088746,85,0,1
0x0208874c,244,17,6
0x02088750,244,17,6
0x0208875c,244,17,6
0x02088766,237,17,6
0x0208876c,16,0,2
0x02088772,16,0,2
0x0208877a,16,0,2
0x020887ae,16,0,2
0x020887b4,16,0,2
0x020887ca,3,0,2
0x0208880c,8,0,0
0x02088810,8,0,0
0x0208881c,8,0,0
0x02088820,8,0,0
0x02088828,8,0,0
0x02088834,8,0,0
0x0208883e,8,0,0
0x02088848,8,0,0
0x02088852,8,0,0
0x0208885c,8,0,0
0x02088866,8,0,0
0x02088870,8,0,0
0x0208887a,8,0,0
0x02088884,8,0,0
0x0208888e,8,0,0
0x02088898,8,0,0
0x020888a2,8,0,0
0x020888ac,8,0,0
0x020888b6,7,0,0
0x020888c0,7,0,0
0x020888ca,7,0,0
0x020888d4,7,0,0
0x020888de,7,0,0
0x020888fc,7,0,0
0x02088902,7,0,0
0x0208890a,7,0,0
0x0208891e,7,0,0
0x0208892e,7,0,0
0x02088938,7,0,0
0x0208894a,7,0,0
0x02088970,1,0,0
0x02088976,1,0,0
0x0208898c,1,0,0
0x020889a8,172,13,9
0x020889ac,172,13,9
0x020889b8,172,13,9
0x020889cc,49,3,4
0x020889d6,49,3,4
0x020889e0,49,3,4
0x020889ea,49,3,4
0x020889f4,49,3,4
0x020889fe,49,3,4
0x02088a08,49,3,4
0x02088a12,48,3,4
0x02088a1c,48,3,4
0x02088a26,48,3,4
0x02088a30,48,3,4
0x02088a3a,48,3,4
0x02088a44,46,3,2
0x02088a4e,46,3,2
0x02088a58,46,3,2
0x02088a62,46,3,2
0x02088a6c,46,3,2
0x02088a7e,46,3,2
0x02088a8e,46,3,2
0x02088a96,46,3,2
0x02088aa0,29,2,2
0x02088aac,46,3,2
0x02088ab8,42,3,2
0x02088ac0,17,1,0
